ACCOUNTNO,PROP_TYPE,TX_DIST,PT,SPT,N_GRP,LEA,IMPQUALITY,IMPCONDITIONTYPE,EFFAGE,REMODPCT,BLTASDESCRIPTION,BLTASSTORIES,IMPEXTERIOR,BLTASSF,BEDRMCNT,TOT_BATH,BSMT_TOTAL,BSMT_FIN,BSMT_UNFIN,KITCHENS,ATTGAR,DETGAR,RES_RCNLD,RES_COSTRCN,TOT_RCNLD,TOT_RCN,NEW_PT,MLS_TOTAL_SQFT,HAS_ATTGAR,HAS_DETGAR,HAS_BSMT,BSMT_ISFIN,BSMT_PCTCOMP,IS_REMOD,ACTUAL_AGE,TRUE_VAL
557840012,RS,10,111,111,113,1029,Average,Average,-3.2405173978552355,0,2 Story,2,Frame Siding,1986,3,2.5,1080,0,1080,1,786,0,223690,230608,223690,230608,RS,3162,1,0,1,0,0,0,6,248399
557840016,RS,10,111,111,113,1029,Average,Average,-6.181342561612714,0,2 Story,0,Frame Stucco,2527,4,3.5,1174,1115,59,1,767,0,297908,307122,297908,307122,RS,3692,1,0,1,0,0.9497444633730835,0,6,376800
558050023,RS,10,111,111,113,1029,Average,Average,8.281051115178851,0,2 Story,2,Frame Hardboard,2612,4,2.5,1260,0,1260,1,576,0,264258,272431,264258,272431,RS,3872,1,0,1,0,0,0,6,304200
558050028,RS,10,111,111,113,1029,Average,Average,-4.606597891252285,0,2 Story,0,Frame Hardboard,2629,4,3.5,1131,1131,0,1,600,0,302473,311828,302473,311828,RS,3760,1,0,1,1,1,0,6,406700
558050043,RS,10,111,111,113,1029,Average,Average,5.848267089426642,0,2 Story,0,Frame Hardboard,2649,4,2.5,1151,0,1151,1,884,0,269564,277901,269564,277901,RS,3800,1,0,1,0,0,0,6,361400
558100006,RS,10,111,111,113,1045,Average,Average,0.47089903769589214,0,2 Story,2,Frame Stucco,2051,4,2.5,924,0,924,1,652,0,225105,229699,225105,229699,RS,2901,1,0,1,0,0,0,4,239200
558100017,RS,10,111,111,113,1045,Average,Average,10.237322462410757,0,2 Story,2,Frame Stucco,2392,4,3.5,1017,1017,0,1,705,0,287684,293555,287684,293555,RS,3351,1,0,1,1,1,0,4,343500
558100034,RS,10,111,111,113,1045,Average,Average,7.729406056063514,0,2 Story,0,Frame Stucco,2602,4,3.5,1240,1240,0,1,760,0,307711,313991,307711,313991,RS,3873,1,0,1,1,1,0,4,302364
558100042,RS,10,111,111,113,1045,Average,Average,-8.755524608708619,0,Ranch 1 Story,0,Frame Stucco,2104,3,2.5,2181,654,1527,1,738,0,286987,292844,286987,292844,RS,4285,1,0,1,0,0.2998624484181568,0,5,357100
558100046,RS,10,111,111,113,1045,Average,Average,3.610537111985531,0,2 Story,0,Frame Stucco,3056,4,3.5,1423,1275,148,1,770,0,343522,350533,343522,350533,RS,4479,1,0,1,0,0.8959943780744906,0,4,333300
558170051,RS,10,111,111,113,1029,Average,Average,18.217352926559574,0,2 Story,0,Frame Hardboard,2360,4,2.5,1184,0,1184,1,484,0,246772,251808,246772,251808,RS,3544,1,0,1,0,0,0,4,290800
558170074,RS,10,111,111,113,1029,Average,Average,-21.280518429615295,0,2 Story,2,Frame Hardboard,2504,4,3.5,1620,1620,0,1,792,0,318413,324911,318413,324911,RS,4043,1,0,1,1,1,0,5,427800
558170076,RS,10,111,111,113,1029,Average,Average,8.820208116330026,0,2 Story,0,Frame Hardboard,2692,4,2.5,1262,0,1262,1,750,0,274767,280375,274767,280375,RS,3954,1,0,1,0,0,0,5,320800
558410086,RS,10,111,111,113,1027,Above Average,Average,-22.965665159329482,0,2 Story,0,Frame Stucco,2783,5,2.5,1326,0,1326,1,981,0,344367,347845,344367,347845,RS,4141,1,0,1,0,0,0,3,384800
558410087,RS,10,111,111,113,1027,Average,Average,-10.712793371124421,0,2 Story,0,Frame Stucco,3084,4,3.5,1458,1458,0,1,808,0,349997,357140,349997,357140,RS,4744,1,0,1,1,1,0,4,363800
558410096,RS,10,111,111,113,1027,Average,Average,9.610704925319954,0,2 Story,0,Frame Stucco,3080,4,3.5,1458,1458,0,1,808,0,349771,356909,349771,356909,RS,4685,1,0,1,1,1,0,4,396500
558410099,V,10,111,111,113,1027,Above Average,Average,3.3568601949913224,0,Ranch 1 Story,0,Frame Stucco,2080,2,2.5,2637,1084,1553,1,1080,0,374831,374831,374831,374831,RS,4663,1,0,1,0,0.4110731892301858,0,1,655638
558520101,RS,10,111,111,113,1045,Average,Average,-6.9648944882228445,0,Ranch 1 Story,0,Frame Stucco,1609,3,2,1673,0,1673,1,434,0,212604,214752,212604,214752,RS,3279,1,0,1,0,0,0,3,208100
558520102,RS,10,111,111,113,1045,Average,Average,-22.68373355534784,0,2 Story,0,Frame Stucco,2061,3,2.5,1220,0,1220,1,692,0,234113,236478,234113,236478,RS,3328,1,0,1,0,0,0,3,239400
558520103,RS,10,111,111,113,1045,Average,Average,7.562513150851114,0,Ranch 1 Story,0,Frame Stucco,1700,3,2,1778,0,1778,1,912,0,232171,234516,232171,234516,RS,3479,1,0,1,0,0,0,3,237405
558520109,RS,10,111,111,113,1045,Average,Average,-7.630334496600728,0,Ranch 1 Story,0,Frame Stucco,1568,3,3,1652,1150,502,1,695,0,252731,255284,252731,255284,RS,3259,1,0,1,0,0.6961259079903148,0,3,234350
558520110,RS,10,111,111,113,1045,Average,Average,6.696639616198608,0,2 Story,0,Frame Stucco,2083,3,3.5,1220,800,420,1,692,0,265425,268106,265425,268106,RS,3328,1,0,1,0,0.6557377049180327,0,3,258590
558520111,RS,10,111,111,113,1045,Average,Average,-1.7776406981759132,0,Ranch 1 Story,0,Frame Stucco,1420,3,2,1409,0,1409,1,420,0,189378,191291,189378,191291,RS,2844,1,0,1,0,0,0,3,194500
558520112,RS,10,111,111,113,1045,Average,Average,-10.373165128892847,0,2 Story,0,Frame Stucco,2062,3,2.5,1198,0,1198,1,692,0,233539,235898,233539,235898,RS,3310,1,0,1,0,0,0,3,241600
558520113,RS,10,111,111,113,1045,Average,Average,-0.6858044063233293,0,2 Story,0,Frame Stucco,2215,4,2.5,1669,0,1669,1,741,0,252596,255147,252596,255147,RS,3915,1,0,1,0,0,0,3,260700
558520115,RS,10,111,111,113,1045,Average,Average,1.8075818195027815,0,Ranch 1 Story,0,Frame Stucco,1596,3,2,1688,0,1688,1,667,0,215730,217909,215730,217909,RS,3263,1,0,1,0,0,0,3,221010
558520119,RS,10,111,111,113,1045,Average,Average,5.082250375776544,0,2 Story,0,Frame Stucco,2480,4,2.5,1316,0,1316,1,504,0,261145,263783,261145,263783,RS,3824,1,0,1,0,0,0,3,280400
558570104,RS,10,111,111,113,1027,Average,Average,-11.461197320471095,0,2 Story,0,Frame Stucco,3063,4,3.5,1531,1280,251,1,898,0,357175,360783,357175,360783,RS,4575,1,0,1,0,0.8360548661005879,0,3,384200
558570105,RS,10,111,111,113,1027,Average,Average,-5.167363584100459,0,2 Story,0,Frame Stucco,2847,5,2.5,1313,0,1313,1,985,0,297572,300578,297572,300578,RS,4141,1,0,1,0,0,0,3,361100
558570107,RS,10,111,111,113,1027,Above Average,Average,-1.0314570813746813,0,2 Story,2,Frame Stucco,3500,4,2.5,1694,0,1694,1,1098,0,411776,411776,411776,411776,RS,5146,1,0,1,0,0,0,2,423600
558570110,RS,10,111,111,113,1027,Average,Average,11.380257092300187,0,2 Story,2,Frame Aluminum,2905,4,3.5,1523,0,1523,1,680,0,300899,300899,300899,300899,RS,4123,1,0,1,0,0,0,2,358000
558570111,RS,10,111,111,113,1027,Average,Average,-8.110361904580055,0,2 Story,0,Frame Stucco,2509,5,2.5,1185,0,1185,1,945,0,266281,268971,266281,268971,RS,3718,1,0,1,0,0,0,3,314100
558570112,RS,10,111,111,113,1027,Average,Average,-9.692980191935167,0,2 Story,0,Frame Stucco,2740,4,2.25,1686,0,1686,1,770,0,287767,290674,287767,290674,RS,4288,1,0,1,0,0,0,3,358500
558570113,RS,10,111,111,113,1027,Average,Average,9.650522568795711,0,2 Story,0,Frame Stucco,3068,4,3.5,1488,0,1488,1,709,0,315384,315384,315384,315384,RS,4236,1,0,1,0,0,0,2,388200
558570118,RS,10,111,111,113,1027,Average,Average,10.16232409110183,0,2 Story,2,Frame Stucco,2798,5,2.5,1326,0,1326,1,968,0,292282,295234,292282,295234,RS,4141,1,0,1,0,0,0,3,358000
558570125,RS,10,111,111,113,1027,Average,Average,-13.894336169924824,0,Ranch 1 Story,0,Frame Stucco,1824,3,3,1908,576,1332,1,792,0,265370,268051,265370,268051,RS,3732,1,0,1,0,0.3018867924528302,0,3,371900
558570128,RS,10,111,111,113,1027,Above Average,Average,3.124298040597111,0,2 Story,0,Frame Stucco,2573,4,2.5,1845,0,1845,1,920,0,338674,338674,338674,338674,RS,4311,1,0,1,0,0,0,2,452900
558570129,RS,10,111,111,113,1027,Average,Average,2.1860310347900196,0,Ranch 1 Story,0,Frame Stucco,1812,3,2,1842,0,1842,1,996,0,244479,246948,244479,246948,RS,3702,1,0,1,0,0,0,3,301903
558580001,RS,10,111,111,106,1015,Average,Average,11.220481247048244,0,Ranch 1 Story,0,Frame Stucco,1342,3,3,1373,1159,214,2,440,0,228163,228163,228163,228163,RS,2746,1,0,1,0,0.844136926438456,0,2,297800
558580005,RS,10,111,111,106,1015,Average,Average,2.0309391030734423,0,Ranch 1 Story,0,Frame Stucco,1472,3,2,1510,0,1510,1,528,0,200999,200999,200999,200999,RS,3006,1,0,1,0,0,0,2,232559
558980101,V,42,111,111,113,1032,Average,Average,2.0162542929674148,0,2 Story,0,Frame Stucco,2580,4,2.5,1094,0,1094,1,745,0,272331,272331,272331,272331,RS,3632,1,0,1,0,0,0,1,425150
558980102,V,42,111,111,113,1032,Average,Average,12.431735849568563,0,Ranch 1 Story,0,Frame Stucco,2243,3,2.5,2223,0,2223,1,781,0,283781,283781,283781,283781,RS,4489,1,0,1,0,0,0,1,367691
558980103,V,42,111,111,113,1032,Average,Average,0.9473875792612616,0,Ranch 1 Story,0,Frame Stucco,2237,3,2.5,2201,0,2201,1,814,0,283586,283586,283586,283586,RS,4503,1,0,1,0,0,0,1,374802
558980104,V,42,111,111,113,1032,Average,Average,19.117860973949256,0,Ranch 1 Story,0,Frame Stucco,2237,3,2.5,2201,0,2201,1,814,0,283586,283586,283586,283586,RS,4503,1,0,1,0,0,0,1,376846
558980108,V,42,111,111,113,1032,Average,Average,-18.377969803611713,0,2 Story,0,Frame Stucco,2318,4,2.5,940,0,940,1,652,0,249023,249023,249023,249023,RS,3174,1,0,1,0,0,0,1,347407
558980109,V,42,111,111,113,1032,Average,Average,2.7679489465902467,0,Ranch 1 Story,0,Frame Stucco,2035,3,2,2017,0,2017,1,736,0,261100,261100,261100,261100,RS,4127,1,0,1,0,0,0,1,331247
558980117,V,42,111,111,113,1032,Average,Average,0.5640249626799925,0,2 Story,0,Frame Stucco,2568,4,2.5,1088,0,1088,1,751,0,270119,270119,270119,270119,RS,3632,1,0,1,0,0,0,1,360704
558980118,V,42,111,111,113,1032,Average,Average,-2.196365211842343,0,2 Story,0,Frame Stucco,2568,4,2.5,1116,0,1116,1,751,0,270535,270535,270535,270535,RS,3632,1,0,1,0,0,0,1,365976
558980119,V,42,111,111,113,1032,Average,Average,-10.840306997278613,0,2 Story,0,Frame Stucco,2568,4,2.5,1088,0,1088,1,752,0,270134,270134,270134,270134,RS,3632,1,0,1,0,0,0,1,361760
570380111,RS,10,111,111,105,1009,Above Average,Average,6,0.05,2 Story,2,Frame Stucco,1918,3,2.5,1012,0,1012,1,669,0,248704,262109,248704,262109,RS,2930,1,0,1,0,0,1,21,255300
570380121,RS,10,111,111,105,1009,Above Average,Average,6,0.05,2 Story,2,Frame Stucco,2874,4,2.5,1916,0,1916,1,812,0,392194,413131,392194,413131,RS,5186,1,0,1,0,0,1,20,412100
570380151,RS,10,111,111,115,1046,Average,Average,7,0,2 Story,2,Frame Vinyl,2140,4,3.25,974,974,0,1,529,1800,317801,337693,317801,337693,RS,3114,1,1,1,1,1,0,22,385100
570420206,RS,10,111,111,105,1009,Above Average,Average,6,0,2 Story,2,Frame Stucco,2841,4,3.5,2330,2098,232,1,793,0,432609,455673,432609,455673,RS,5171,1,0,1,0,0.9004291845493563,0,20,453400
570420215,RS,10,111,111,105,1009,Above Average,Average,6,0,2 Story,2,Frame Stucco,2766,4,3.5,2254,1690,564,1,794,0,408842,430655,408842,430655,RS,5150,1,0,1,0,0.7497781721384206,0,20,395000
570460512,RS,10,111,111,105,1009,Above Average,Average,5,0.05,2 Story,2,Frame Stucco,3116,4,3.5,1710,1710,0,1,816,0,435302,453710,435302,453710,RS,4826,1,0,1,1,1,1,19,468500
570480617,RS,10,111,111,105,1009,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1649,3,3,1637,1637,0,1,460,0,322255,332469,322255,332469,RS,3335,1,0,1,1,1,0,17,285915
570560301,RS,10,111,111,105,1055,Above Average,Average,4,0,Ranch 1 Story,1.5,Frame Stucco,2710,3,4.25,2380,2380,0,2,1200,0,534149,550875,534149,550875,RS,5090,1,0,1,1,1,0,16,521300
570560307,RS,10,111,111,105,1055,Above Average,Average,3,0,2 Story,2,Frame Stucco,3878,4,6.75,2795,2730,65,2,700,0,694414,708790,694414,708790,RS,6673,1,0,1,0,0.9767441860465116,0,15,674300
570560308,RS,10,111,111,105,1055,Above Average,Average,3,0.2,Ranch 1 Story,1,Frame Stucco,2445,2,4.25,4265,2411,1854,2,1696,0,633629,646744,633629,646744,RS,6710,1,0,1,0,0.5652989449003517,1,14,629800
650090028,RS,10,111,111,101,1001,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1367,2,3,1367,1367,0,1,420,0,270712,279332,270712,279332,RS,2760,1,0,1,1,1,0,17,260800
650090046,RS,10,111,111,101,1001,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1140,2,3.5,1256,1256,0,1,471,0,246695,254531,246695,254531,RS,2512,1,0,1,1,1,0,17,249127
650160004,RS,10,111,111,102,1003,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1970,3,3,2438,2438,0,2,491,0,387421,399651,387421,399651,RS,4517,1,0,1,1,1,0,17,391300
650160014,RS,10,111,111,102,1003,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,2319,3,3.5,2319,2319,0,1,866,0,420094,433334,420094,433334,RS,4666,1,0,1,1,1,0,17,408600
650160016,RS,10,111,111,102,1003,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1707,2,3,1735,1735,0,1,990,0,332938,343235,332938,343235,RS,3700,1,0,1,1,1,0,16,349800
650190024,RS,10,111,111,106,1014,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1801,6,4.25,1899,1787,112,2,890,532,377321,389238,377321,389238,RS,4200,1,1,1,0,0.9410215903106899,0,17,417500
650190030,RS,10,111,111,106,1014,Above Average,Average,4,0,2 Story,2,Frame Stucco,3622,5,4.25,1558,1402,156,1,848,0,467844,482520,467844,482520,RS,5382,1,0,1,0,0.8998716302952503,0,16,366238
650190031,RS,10,111,111,106,1014,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,2091,3,3.5,2234,2234,0,1,1170,0,400359,412947,400359,412947,RS,4375,1,0,1,1,1,0,16,489300
650330055,RS,10,111,111,101,1001,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1367,3,3,1367,1367,0,1,420,0,267779,276308,267779,276308,RS,2734,1,0,1,1,1,0,17,292900
650330059,RS,10,111,111,101,1001,Above Average,Above Average,4,0.7,Ranch 1 Story,1,Frame Stucco,1292,2,3,1356,1356,0,1,420,0,269910,276703,269910,276703,RS,2648,1,0,1,1,1,1,16,276000
650330062,RS,10,111,111,101,1001,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1356,2,3,1356,1356,0,1,420,0,268908,277472,268908,277472,RS,2772,1,0,1,1,1,0,17,273700
650330064,RS,10,111,111,101,1001,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1356,2,3,1776,1598,178,1,420,0,284106,293140,284106,293140,RS,3112,1,0,1,0,0.8997747747747747,0,17,284900
650330065,RS,10,111,111,101,1001,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1326,2,3,1326,1260,66,1,420,0,269747,278337,269747,278337,RS,2652,1,0,1,0,0.9502262443438914,0,17,268600
650330086,RS,10,111,111,101,1001,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1604,5,3,1764,1604,160,1,504,0,308656,318450,308656,318450,RS,3368,1,0,1,0,0.909297052154195,0,17,250700
650340103,RS,10,111,111,101,1001,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1367,2,3,1367,1353,14,1,420,0,268480,277031,268480,277031,RS,2740,1,0,1,0,0.9897585954645208,0,17,299800
650340109,RS,10,111,111,101,1001,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1410,2,3,1374,1374,0,1,422,0,277565,286356,277565,286356,RS,2828,1,0,1,1,1,0,16,277400
650340115,RS,10,111,111,101,1001,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1554,2,4,2195,2195,0,1,774,0,349699,360721,349699,360721,RS,3749,1,0,1,1,1,0,16,346000
650340121,RS,10,111,111,101,1001,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1774,1,2.5,1942,1774,168,1,502,0,335501,346084,335501,346084,RS,3716,1,0,1,0,0.913491246138002,0,16,328200
650500102,RS,10,111,111,102,1003,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1976,3,3,1976,1778,198,1,692,0,375609,387432,375609,387432,RS,4036,1,0,1,0,0.8997975708502024,0,16,337046
650500103,RS,10,111,111,102,1003,Above Average,Average,4,0,2 Story,2,Frame Stucco,2822,4,4.25,1894,1705,189,1,252,0,416241,429321,416241,429321,RS,4717,1,0,1,0,0.9002111932418163,0,16,357500
650500104,RS,10,111,111,102,1003,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1992,3,3,1976,1976,0,1,692,0,383130,395186,383130,395186,RS,4026,1,0,1,1,1,0,16,378800
650500105,RS,10,111,111,102,1003,Above Average,Average,4,0,Ranch 1 Story,1.5,Frame Stucco,2231,4,4,2013,2013,0,1,712,0,415689,428752,415689,428752,RS,4300,1,0,1,1,1,0,16,482700
650500118,RS,10,111,111,102,1003,Above Average,Average,4,0,2 Story,2,Frame Stucco,2807,3,2.5,1885,0,1885,1,680,0,358166,369449,358166,369449,RS,4858,1,0,1,0,0,0,16,398700
650500123,RS,10,111,111,102,1003,Above Average,Average,4,0,Ranch 1 Story,1.5,Frame Stucco,2231,3,4.25,1923,1826,97,1,712,0,419231,432197,419231,432197,RS,4310,1,0,1,0,0.9495579823192928,0,16,380800
650500127,RS,10,111,111,102,1003,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,2187,4,3.5,1966,1475,491,1,680,0,390713,402797,390713,402797,RS,4524,1,0,1,0,0.7502543234994914,0,16,364199
650500129,RS,10,111,111,102,1003,Above Average,Average,4,0,2 Story,2,Frame Stucco,2686,4,3.5,1348,1348,0,2,754,0,399187,411533,399187,411533,RS,4035,1,0,1,1,1,0,16,329100
650500130,RS,10,111,111,102,1003,Above Average,Average,4,0,2 Story,2,Frame Stucco,2772,4,4.5,2018,2018,0,1,712,0,449556,463460,449556,463460,RS,5019,1,0,1,1,1,0,16,524400
650570006,RS,10,111,111,113,1045,Average,Average,4,0,Ranch 1 Story,1.5,Frame Vinyl,2083,4,3,0,0,0,1,462,0,214412,221249,214412,221249,RS,2200,1,0,0,0,0,0,16,216880
650570009,RS,10,111,111,113,1045,Average,Average,4,0,2 Story,2,Frame Vinyl,1920,3,2.5,0,0,0,1,680,0,190152,196239,190152,196239,RS,1920,1,0,0,0,0,0,16,232300
650570012,RS,10,111,111,113,1045,Average,Average,4,0,2 Story,2,Frame Vinyl,2150,4,2.5,0,0,0,1,706,0,211515,218263,211515,218263,RS,2196,1,0,0,0,0,0,16,213399
650570014,RS,10,111,111,113,1045,Average,Above Average,4,0.5,Bi Level 1 Story,1,Frame Stucco,1317,3,2,620,0,620,1,702,0,171124,176064,171124,176064,RS,1937,1,0,1,0,0,1,16,191950
650840033,RS,10,111,111,116,1025,Average,Average,4,0.05,Ranch 1 Story,1,Frame Stucco,1288,3,3,1288,1224,64,1,440,0,219277,226265,219277,226265,RS,2576,1,0,1,0,0.9503105590062112,1,16,229700
650840035,RS,10,111,111,116,1025,Average,Average,3,0.05,Ranch 1 Story,1,Frame Stucco,1706,3,3,1766,1766,0,1,813,0,290866,297006,290866,297006,RS,3597,1,0,1,1,1,1,15,301700
650840036,RS,10,111,111,116,1025,Average,Average,4,0.05,2 Story,2,Frame Stucco,1768,3,3.5,972,923,49,1,680,0,237343,244890,237343,244890,RS,2830,1,0,1,0,0.9495884773662552,1,16,266000
650840038,RS,10,111,111,116,1025,Average,Average,4,0.05,Ranch 1 Story,1,Frame Stucco,1524,3,3,1616,1616,0,1,441,0,250664,258623,250664,258623,RS,3140,1,0,1,1,1,1,16,287700
650840040,RS,10,111,111,116,1025,Average,Average,4,0.05,Ranch 1 Story,1,Frame Stucco,1524,3,2.75,1616,1454,162,1,441,0,245425,253015,245425,253015,RS,3144,1,0,1,0,0.8997524752475248,1,16,241000
650840045,RS,10,111,111,116,1025,Average,Average,3,0.05,Ranch 1 Story,1,Frame Stucco,1315,3,3,1353,1353,0,1,400,0,227948,232804,231551,236407,RS,2668,1,0,1,1,1,1,15,229700
650840046,RS,10,111,111,116,1025,Average,Average,3,0.05,2 Story,2,Frame Stucco,1816,4,3,851,808,43,1,420,0,233542,238512,233542,238512,RS,2667,1,0,1,0,0.9494712103407755,1,15,237700
650840046,RS,10,111,111,116,1025,Average,Average,3,0.05,2 Story,2,Frame Stucco,1816,4,3,851,808,43,1,420,0,233542,238512,233542,238512,RS,2667,1,0,1,0,0.9494712103407755,1,15,252700
650840061,RS,10,111,111,116,1025,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1608,2,3,1627,1627,0,1,462,0,264822,270431,264822,270431,RS,3216,1,0,1,1,1,0,15,263500
650840069,RS,10,111,111,116,1025,Average,Above Average,3,0.3,2 Story,2,Frame Stucco,1945,5,3.5,1370,1370,0,2,440,0,274129,279158,274129,279158,RS,3315,1,0,1,1,1,1,15,275500
650840073,RS,10,111,111,116,1025,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1621,3,3,1597,1597,0,1,462,0,268155,273832,268155,273832,RS,3216,1,0,1,1,1,0,15,273900
650840095,RS,10,111,111,116,1025,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1443,3,2,1411,141,1270,1,441,0,194846,198822,194846,198822,RS,2854,1,0,1,0,0.09992912827781715,0,14,233300
651110033,RS,10,111,111,113,1029,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1524,3,3,1624,974,650,1,441,0,275883,281717,275883,281717,RS,3148,1,0,1,0,0.5997536945812808,0,15,250000
651110034,RS,10,111,111,113,1029,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1775,3,3.5,1798,1708,90,2,441,0,340605,347760,340605,347760,RS,3573,1,0,1,0,0.949944382647386,0,15,303000
651110040,RS,10,111,111,113,1029,Above Average,Average,3,0,2 Story,2,Frame Stucco,2238,3,2.5,1578,0,1578,1,712,0,296205,302454,296205,302454,RS,3816,1,0,1,0,0,0,15,284800
651290048,RS,10,111,111,113,1029,Above Average,Average,2,0,Ranch 1 Story,1,Frame Stucco,1409,3,3,1513,1362,151,1,834,0,294885,301066,294885,301066,RS,2922,1,0,1,0,0.900198281559815,0,13,260450
651290062,RS,10,111,111,113,1029,Above Average,Average,3,0,Ranch 1 Story,1.5,Frame Stucco,1829,5,3,1548,1493,55,1,504,0,325258,332080,325258,332080,RS,3387,1,0,1,0,0.9644702842377261,0,14,253600
651290070,RS,10,111,111,113,1029,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1620,3,3,1597,1597,0,1,460,0,307582,314043,307582,314043,RS,3401,1,0,1,1,1,0,14,315200
651290072,RS,10,111,111,113,1029,Above Average,Average,2,0,Ranch 1 Story,1,Frame Stucco,1327,3,2.75,1515,1500,15,1,660,0,276893,282544,276893,282544,RS,2842,1,0,1,0,0.9900990099009901,0,13,239000
651290076,RS,10,111,111,113,1029,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1698,3,3,1698,1698,0,1,506,0,329108,336029,329108,336029,RS,3600,1,0,1,1,1,0,15,269673
651290092,RS,10,111,111,113,1029,Above Average,Average,3,0,2 Story,2,Frame Stucco,1897,3,3.5,1010,1010,0,1,702,0,306760,313224,306760,313224,RS,2907,1,0,1,1,1,0,15,283300
651290112,RS,10,111,111,113,1029,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,2070,3,3.25,2130,2130,0,1,462,0,378277,385997,378277,385997,RS,4340,1,0,1,1,1,0,14,422800
651290121,RS,10,111,111,113,1029,Above Average,Average,3,0,2 Story,2,Frame Stucco,2711,4,3.5,1461,1227,234,1,862,0,382971,390787,382971,390787,RS,4172,1,0,1,0,0.839835728952772,0,15,429300
651290125,RS,10,111,111,113,1029,Above Average,Average,3,0,2 Story,2,Frame Stucco,2632,4,2.5,1574,1495,79,1,790,0,382966,390782,382966,390782,RS,4206,1,0,1,0,0.9498094027954257,0,15,404400
651340207,RS,10,111,111,116,1025,Average,Average,2,0,Ranch 1 Story,1,Frame Stucco,1387,3,3,1507,1507,0,1,420,0,238947,243823,238947,243823,RS,3000,1,0,1,1,1,0,13,275700
651340221,RS,10,111,111,116,1025,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1326,3,3,1326,1260,66,1,400,0,220245,227057,220245,227057,RS,2652,1,0,1,0,0.9502262443438914,0,16,285800
651340225,RS,10,111,111,116,1025,Average,Average,3,0,2 Story,2,Frame Stucco,1971,4,2.5,532,296,236,1,469,0,219013,223687,219013,223687,RS,2503,1,0,1,0,0.556390977443609,0,15,275300
651340226,RS,10,111,111,116,1025,Average,Average,2,0,Ranch 1 Story,1,Frame Stucco,1467,3,3,1557,1479,78,1,420,0,245833,250850,245833,250850,RS,3024,1,0,1,0,0.9499036608863198,0,13,290603
651340229,RS,10,111,111,116,1025,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1288,3,3,1366,1366,0,1,440,0,222511,227052,222511,227052,RS,2654,1,0,1,1,1,0,15,217600
651340231,RS,10,111,111,116,1025,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1458,3,3,1458,1458,0,1,440,0,242733,247891,242733,247891,RS,2916,1,0,1,1,1,0,15,265900
651340255,RS,10,111,111,116,1025,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1464,3,3,1452,1452,0,1,420,0,241833,246768,241833,246768,RS,2916,1,0,1,1,1,0,15,265800
651340258,RS,10,111,111,116,1025,Average,Average,3,0,2 Story,2,Frame Stucco,2601,4,2.5,1510,0,1510,1,790,0,276307,281946,276307,281946,RS,4111,1,0,1,0,0,0,15,358700
651340261,RS,10,111,111,116,1025,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1524,3,2.75,1616,1616,0,1,441,0,252071,257215,252071,257215,RS,3140,1,0,1,1,1,0,15,286500
651340268,RS,10,111,111,116,1025,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1479,3,2.75,1473,1473,0,1,420,0,243794,248973,243794,248973,RS,2936,1,0,1,1,1,0,15,284200
651340278,RS,10,111,111,116,1025,Average,Average,3,0,2 Story,2,Frame Stucco,1917,3,2.5,1043,0,1043,1,420,0,216882,221512,216882,221512,RS,2938,1,0,1,0,0,0,15,254900
