ACCOUNTNO,PRED_IMP,LAND_VAL,SOLD_PRICE,TOT_VAL,PRED_TOT
365780044,205790.979811326,91100,305000,286600,296890.979811326
365800130,246693.08436372253,106400,430000,307100,353093.08436372253
365830017,303579.64567751857,213700,487000,495400,517279.64567751857
365920010,330541.93040558556,142900,529900,489400,473441.93040558556
365990059,188385.99834309408,85500,230000,252600,273885.9983430941
366190013,207595.9236402637,156900,317500,318100,364495.92364026373
366190029,258947.03320066043,158200,405000,377700,417147.03320066043
366190041,293075.7256235952,171200,408000,436200,464275.7256235952
366250101,283332.76356045937,177200,544000,469100,460532.76356045937
366300006,279788.83427817153,144400,501500,435000,424188.83427817153
366340039,209361.98388158006,106100,322000,288100,315461.98388158006
366480053,479213.194445678,375000,699900,781100,854213.194445678
366480056,1322742.3239934724,352500,880000,971700,1675242.3239934724
366490078,405172.99649699125,352700,755000,738900,757872.9964969913
366700004,197945.51671380675,84800,285500,276300,282745.5167138068
366700007,198652.0087591303,84800,273000,274700,283452.00875913026
366700019,198161.2615506862,84800,310000,276100,282961.2615506862
366780018,227340.43842668994,83400,273000,309100,310740.43842668994
366810036,226749.051787659,82700,345000,314200,309449.051787659
366880041,197185.65950757771,84800,300000,266100,281985.6595075777
366880061,198058.27397182916,84800,335000,264000,282858.27397182916
367030005,362372.57431287906,325900,500000,556800,688272.574312879
367080028,372654.95091125654,139400,518000,505100,512054.95091125654
367130006,330779.06315345055,191200,539900,499700,521979.06315345055
367130020,299081.4344987045,191400,485000,493900,490481.4344987045
367130030,244989.05889831315,194400,400000,410300,439389.05889831315
367130050,436553.44818552525,199000,790000,697800,635553.4481855253
367340060,202417.65514694262,82000,294400,277900,284417.6551469426
367340066,198423.22398149743,80300,260000,279800,278723.22398149746
367520002,328143.3950802354,142400,495000,502100,470543.3950802354
367550008,380936.2728259539,160900,461500,575000,541836.2728259539
367550008,380936.2728259539,160900,640000,575000,541836.2728259539
367550008,380936.2728259539,160900,461500,575000,541836.2728259539
367550008,380936.2728259539,160900,640000,575000,541836.2728259539
367840042,239406.8784495546,113900,372150,335200,353306.8784495546
367840058,230652.214185644,116600,344000,339800,347252.214185644
367840062,238301.9780838335,113900,377700,345300,352201.97808383347
367870008,228711.81787266093,68300,305500,289600,297011.81787266093
367870012,222814.8529513413,75400,281200,270900,298214.8529513413
367990001,333604.67950735777,143500,499900,499000,477104.67950735777
368020002,348123.6271665141,169400,569900,515400,517523.6271665141
368090001,231894.5497892967,101400,340000,319900,333294.5497892967
368100030,246223.03264553362,72800,334900,309700,319023.0326455336
368100041,236380.71944973513,72800,340000,296800,309180.71944973513
368100059,194851.30080173828,75700,268500,247500,270551.3008017383
368100072,210356.0502646869,81300,259600,267600,291656.0502646869
368130004,237185.6063738127,105800,322000,307000,342985.6063738127
368380029,264489.46986022306,121900,468000,428300,386389.46986022306
368400003,374843.72678917,193400,515900,551500,568243.72678917
368400038,410211.45952594926,195700,630000,598400,605911.4595259493
368400057,368709.06765875936,195100,560000,516500,563809.0676587594
368400076,429079.416947477,195400,656000,625700,624479.416947477
368490001,282196.01628568996,100500,338000,376900,382696.01628568996
368490022,266483.15381191333,100600,450000,353300,367083.15381191333
368640004,380019.50618407724,190900,745000,644900,570919.5061840772
368650227,331807.79496641655,252800,515000,576400,584607.7949664165
368690069,252406.89371325474,122000,430000,388700,374406.8937132547
368730003,236416.50719994793,109900,350000,324700,346316.50719994796
368730004,228672.37691537666,107500,319900,311300,336172.37691537663
368730020,240512.08666912827,108700,324000,334300,349212.0866691283
368730027,240667.54035118714,116200,317000,338900,356867.5403511871
368810021,200718.90403400603,102400,315000,286800,303118.90403400606
368810022,222907.31206034272,103100,330000,281500,326007.31206034275
368830315,226400.54159177703,103800,310000,330800,330200.541591777
368830323,191929.57570998013,104900,318000,285500,296829.5757099801
368830342,207246.00069773107,107000,345000,322400,314246.00069773104
368830358,195036.00365527565,104800,324000,301000,299836.0036552757
368850004,267065.2266877282,105700,359900,345100,372765.2266877282
368920218,300322.6004152996,156400,625000,526700,456722.6004152996
369010003,237796.93822508675,78900,282500,295400,316696.9382250868
369030009,255978.03564456143,115700,400000,371700,371678.0356445614
369030050,259922.12265193192,117600,418000,373800,377522.12265193195
369030093,293919.7122218398,111700,390000,407400,405619.7122218398
369090018,361672.3099020095,175300,678000,581500,536972.3099020096
369100053,359859.07419411925,168900,597000,558000,528759.0741941193
369140001,239509.0906595349,105600,370000,350600,345109.0906595349
369140055,337207.695201554,130900,510000,492100,468107.695201554
369180002,231145.27034841588,119800,338000,339200,350945.2703484159
369180020,243186.8507581806,125500,333000,359400,368686.8507581806
369180025,237805.73034800426,121900,424000,351800,359705.73034800426
369230380,207044.80023942568,106500,334000,321700,313544.8002394257
369300073,289373.870349487,165000,520000,488900,454373.870349487
369340002,259842.85804299157,111700,418000,377100,371542.8580429916
369340045,249032.07311563139,117400,403000,370800,366432.07311563136
369340057,241657.91990058712,110000,374000,351400,351657.9199005871
369470003,219136.12134105168,116700,343700,338300,335836.12134105165
369470012,227054.10254219145,116000,334900,342300,343054.10254219145
369470034,262522.58573322085,125500,375000,377300,388022.58573322085
369480007,228969.70901458606,94300,333000,309200,323269.70901458606
369510140,353174.3088120106,182800,725000,608000,535974.3088120106
369650008,362029.11385888566,138800,592500,520900,500829.11385888566
369650024,271844.3640941737,140800,465000,401000,412644.3640941737
369730018,316899.18054892676,183500,530000,476400,500399.18054892676
369790198,324941.61539768754,203200,628000,553700,528141.6153976875
369790199,336543.19352628104,186600,569000,558500,523143.19352628104
369830426,234501.38800146364,100500,365000,429400,335001.3880014636
369830441,262867.62957644067,112700,410000,403000,375567.62957644067
369830448,266288.583341522,101300,414900,383100,367588.583341522
369850018,331610.0677524372,134500,465000,492100,466110.0677524372
369990031,251978.58239733332,118400,370000,379700,370378.58239733335
370210011,172171.09741733922,102100,258000,231000,274271.0974173392
370210032,178757.14037398688,98900,284000,206400,277657.1403739869
370210040,158105.052394072,98900,183000,202200,257005.052394072
370270025,199937.6109639773,140300,276000,283400,340237.6109639773
370350009,200496.65903707824,95000,295000,245200,295496.65903707827
370400006,216856.72444409013,143300,280000,317100,360156.72444409016
370400021,269256.17071486433,132600,421000,409000,401856.17071486433
370420003,227910.9636537648,131800,323900,325700,359710.9636537648
370420015,254923.14981683902,134800,375000,390800,389723.149816839
370450001,219092.64250618173,95000,325000,298200,314092.6425061817
370450004,184896.08412501635,95800,277000,263900,280696.08412501635
370460019,264673.52024521586,79600,325500,327200,344273.52024521586
370460055,681319.5758289767,105000,690000,650200,786319.5758289767
370690010,425041.85385011084,88200,554900,486100,513241.85385011084
370730003,253788.597737324,84900,360000,321800,338688.59773732396
370750002,355847.5491606003,225400,720000,621600,581247.5491606003
370790002,226275.89057234017,98100,305500,288500,324375.89057234017
370790005,208520.28991104523,97900,305000,274000,306420.2899110452
370790015,211690.59070825696,97700,335400,278600,309390.59070825693
370810013,224821.75528123803,97000,317000,299300,321821.755281238
371160045,428894.69383474835,304300,732250,770100,733194.6938347484
371320062,215197.7811828241,75700,286000,277500,290897.7811828241
371320068,263271.6621644399,82800,310000,330400,346071.6621644399
371390019,354603.11128698156,112400,475000,464500,467003.11128698156
371390026,227233.36077276844,103300,306000,305500,330533.36077276844
371510053,315532.94982564286,204900,580000,503400,520432.94982564286
371510058,273030.64437878673,209700,495000,477500,482730.64437878673
371510069,356979.7762209492,208800,553000,517500,565779.7762209491
371600032,297079.76623099047,113500,390000,408900,410579.76623099047
371810001,249392.98961636357,159300,460000,412700,408692.98961636354
372120117,267943.93259023636,101800,399000,373800,369743.93259023636
372120164,246993.04984162725,96300,375000,342300,343293.04984162725
372140202,496537.72289610794,278900,791000,886300,775437.7228961079
372270003,447744.68739232596,261600,670000,637700,709344.687392326
372380206,249210.56000198136,111400,357500,375000,360610.5600019813
372380221,221859.28143664016,100300,376000,330500,322159.2814366402
372380238,228521.19751230182,100900,330000,328400,329421.19751230185
372420157,216979.25486951802,106400,317000,336600,323379.254869518
372420166,218635.14215704682,101400,315000,336500,320035.1421570468
372440007,532727.9876155717,210600,740000,690200,743327.9876155717
372590004,325112.9336648447,204100,577000,581000,529212.9336648447
372670006,317218.902214974,122600,450425,503300,439818.902214974
373180001,291075.15700818476,130400,529950,468200,421475.15700818476
373180019,278981.43991588184,117400,449000,403400,396381.43991588184
373220005,412875.59066047077,227900,775000,713100,640775.5906604708
373250001,207923.75023886675,102200,328000,303900,310123.7502388668
373340082,281707.3584663848,122000,475000,410400,403707.3584663848
373380005,489455.7487102871,132000,731900,132000,621455.748710287
380030021,184996.68108907357,102500,348000,285900,287496.68108907354
380040038,186600.59586008298,102500,338000,273800,289100.595860083
380120001,201186.91664028194,88400,288400,262400,289586.9166402819
380140007,233208.57806633957,167800,376000,362200,401008.5780663396
380140021,212902.68980536464,159700,291500,311800,372602.68980536464
380220006,195439.18319230413,119000,270000,264400,314439.1831923041
380300002,196720.22532036516,106900,352500,274500,303620.22532036516
380550016,223690.4402578866,122800,315000,309700,346490.4402578866
380560015,206581.4102892703,125400,325000,293200,331981.41028927034
380560034,240431.29321569885,127800,345000,342600,368231.29321569885
380580011,257070.4898301733,122800,349000,334700,379870.4898301733
380650013,261844.079151758,105000,329900,333100,366844.079151758
380760004,186538.25124969194,97900,292000,238800,284438.25124969194
380780018,250821.07097453185,94300,333000,322800,345121.0709745318
381560081,386472.5576794321,300100,785000,705700,686572.5576794321
381570045,256776.20301314167,190100,500000,427900,446876.20301314164
381900008,374539.53367540817,275800,589000,596900,650339.5336754082
382060081,217747.83318768497,91700,305000,277400,309447.833187685
382310002,191386.49824392263,88200,295000,271800,279586.4982439226
382420034,185766.3402993804,88700,269500,264000,274466.34029938036
382420040,184948.60805117173,88700,263000,253400,273648.60805117176
382420055,185228.48260035328,88000,245250,261800,273228.4826003533
382500007,452371.139451818,302600,745000,747200,754971.1394518181
382540041,217848.78938016025,75900,266500,278500,293748.7893801603
382540050,219896.89668338434,75800,285500,293400,295696.8966833843
382540063,223521.93710121323,75800,287500,292600,299321.93710121326
382540078,212123.68528441805,79100,325000,275700,291223.68528441805
382540085,237747.78319964683,75800,312500,294900,313547.78319964686
382570039,237436.96379285198,74400,310000,304600,311836.963792852
382570064,236979.94044846395,74400,335000,295300,311379.94044846395
382570068,217059.1046271531,76000,270000,274100,293059.10462715314
382600106,230357.299064014,76800,285000,286000,307157.299064014
382600116,217218.81535939782,74500,272500,271000,291718.8153593978
382600128,231005.26877253296,77400,288000,283600,308405.26877253293
382600133,241065.46488661072,75600,340000,314500,316665.46488661075
382600180,219496.5860901927,76000,306000,288000,295496.58609019266
382600186,229282.53352616046,76000,292000,294600,305282.53352616046
382690158,218236.7210361624,74200,304500,290300,292436.7210361624
382690163,221706.55243022347,77000,321000,318400,298706.55243022344
382690172,208645.7341218799,73800,289900,267600,282445.7341218799
382690174,228579.65403882347,73800,326000,289600,302379.65403882344
382690174,228579.65403882347,73800,270000,289600,302379.65403882344
382690174,228944.52538954717,73800,326000,289600,302744.52538954717
382690174,228944.52538954717,73800,270000,289600,302744.52538954717
382690177,227092.35517366687,73800,289000,296300,300892.35517366685
382690186,206152.90488418663,74700,276000,264700,280852.90488418663
382740016,237392.09907607027,71100,340000,293200,308492.09907607024
382800011,298283.4531333142,188900,538000,483400,487183.4531333142
382900013,244717.60253606754,104600,305000,328900,349317.60253606754
382900033,249977.5722419454,105000,335000,324400,354977.5722419454
382970238,217040.63972944656,78600,282000,289200,295640.63972944656
382970256,207816.07610311016,74400,290500,264900,282216.07610311016
382970259,206162.51468198618,74400,260000,252700,280562.5146819862
382970327,206051.41884887873,76400,252000,268600,282451.4188488787
382970352,215070.79121152687,73600,239000,280500,288670.79121152684
382970370,229039.7155968136,73600,325500,320700,302639.7155968136
382980010,241066.3895782027,83100,325900,323100,324166.38957820274
382990024,229033.1825812506,106500,340000,307400,335533.1825812506
383050027,275999.27536145906,147900,399900,462400,423899.27536145906
383080054,221114.39010402633,102400,280700,294700,323514.3901040263
383080064,213977.94875037324,107900,313000,292700,321877.9487503732
383100054,220718.06047418233,105300,297400,296100,326018.06047418236
383180002,304064.3918297553,107100,433000,426700,411164.3918297553
383190004,215271.04999687578,46100,279900,258100,261371.04999687578
383190016,208022.40098826657,48800,279750,260600,256822.40098826657
383190016,208022.40098826657,48800,259900,260600,256822.40098826657
383190016,206633.5317610359,48800,279750,260600,255433.5317610359
383190016,206633.5317610359,48800,259900,260600,255433.5317610359
383190019,227172.46001511335,48400,295880,244200,275572.46001511335
383190030,219636.2081736592,46600,287000,265000,266236.20817365916
383190042,225950.6798881213,46600,285000,267800,272550.6798881213
383190042,225950.6798881213,46600,335000,267800,272550.6798881213
383190042,225950.6798881213,46600,285000,267800,272550.6798881213
383190042,225950.6798881213,46600,335000,267800,272550.6798881213
383190059,319113.1975238602,82700,412500,410600,401813.1975238602
383190060,229787.09692717638,82700,305406,278800,312487.09692717635
383240026,224188.48235863357,115800,344500,304400,339988.48235863354
383340022,295742.15252303507,150700,580000,513000,446442.15252303507
383340028,305217.080582473,169200,600000,544300,474417.080582473
383340040,459292.730840787,178700,810000,801100,637992.7308407871
383340043,289367.45756219083,173500,520000,488700,462867.45756219083
383340047,332166.48748815205,176400,555000,594700,508566.48748815205
383340056,323126.6522478046,170000,640500,565600,493126.6522478046
383340075,368186.54238689126,163400,681400,573100,531586.5423868913
383340093,326655.5507076875,180500,515000,573800,507155.5507076875
383340127,262855.29252562416,128200,455000,421700,391055.29252562416
383340142,290553.2793092558,132800,499000,459700,423353.2793092558
383340148,282797.40943920094,134200,461000,479900,416997.40943920094
383340167,277428.56981243443,115500,445000,429100,392928.56981243443
383340198,221193.95539503064,120300,340000,331200,341493.9553950307
383340241,253084.25899062117,120700,424000,424000,373784.2589906212
383340243,266624.53905786213,118500,465000,411300,385124.53905786213
383340245,243503.90822443404,119400,421000,390700,362903.908224434
383340253,250439.839832186,119600,455000,387000,370039.839832186
383340256,259846.2261766014,123400,429000,397400,383246.22617660137
383340259,256054.16318660104,117000,444500,412500,373054.163186601
383340273,267215.9599815329,115500,430000,411700,382715.9599815329
383350102,237255.3170272207,88200,359000,325700,325455.31702722074
383350120,226284.27882909516,93900,380000,308700,320184.2788290952
383350136,235899.85073021697,87000,334900,319900,322899.85073021695
383360017,237104.46038998035,108200,305000,325400,345304.46038998035
383390023,265203.4782617908,106500,386650,368300,371703.4782617908
383440408,236299.26818452432,86400,350000,325400,322699.2681845243
383470101,413805.59718535736,153600,600000,611700,567405.5971853574
383470129,615439.3448043363,167500,687000,648800,782939.3448043363
383470171,382515.5015043594,141800,549000,528900,524315.5015043594
383520015,374060.5731131192,256600,798500,685500,630660.5731131192
383520056,379519.6251790985,170500,739000,654500,550019.6251790985
383520070,404213.90250548534,179900,650000,663800,584113.9025054853
383520071,356588.74176425184,179900,725000,683400,536488.7417642518
383660220,435439.1288166372,142700,680000,583900,578139.1288166372
383660241,430733.30908164894,156900,510330,549000,587633.309081649
383660280,393064.0459694796,151500,532000,564700,544564.0459694796
383660286,453960.13133197377,152800,655000,637700,606760.1313319737
383680001,347270.94756388373,140100,515000,507600,487370.94756388373
383720047,343069.0184576817,197200,546000,591900,540269.0184576816
383720063,375314.3589192921,201900,599900,656800,577214.3589192921
383750005,578478.5567347389,276600,965000,775200,855078.5567347389
384010015,298394.65777534916,111000,419900,447100,409394.65777534916
384010029,260845.57975341508,114900,380000,395600,375745.5797534151
384110026,245799.09247826587,112200,375000,372700,357999.09247826587
384110027,238367.22385085383,113300,350000,373400,351667.22385085386
384120030,242251.80828999917,74400,292362,303800,316651.80828999914
384120036,228898.6794215913,75600,279900,282300,304498.67942159134
384120053,224829.823274635,78300,310000,292700,303129.823274635
384120064,239548.96896473962,81400,325000,323900,320948.9689647396
384120086,236588.93725061198,74400,357700,316300,310988.93725061195
384490244,293833.58269034326,179100,599900,545700,472933.58269034326
384550005,291519.7667069422,108000,465000,423000,399519.7667069422
384731002,302979.40802786837,161600,449900,474400,464579.40802786837
384731011,286374.4356341504,166900,485500,433500,453274.4356341504
384731037,489613.9896114612,169000,750000,720500,658613.9896114612
384840523,231128.9883147858,65100,301999,291600,296228.98831478576
384840525,231128.9883147858,65100,325000,303300,296228.98831478576
384840530,219414.1658760614,65100,330000,256600,284514.1658760614
384840534,217923.97642276966,65100,280000,254800,283023.97642276966
384840539,211394.37716276193,65100,275000,248900,276494.3771627619
384840543,220398.87517926807,69900,330000,268500,290298.87517926807
384900003,308284.99132248247,105200,479900,439600,413484.99132248247
384900022,272913.4507867412,99300,390500,385700,372213.4507867412
385010040,268876.6763688202,109200,450000,381900,378076.6763688202
385040005,266278.5184305026,103400,422000,386800,369678.5184305026
385040010,260884.73379152836,106000,399900,382800,366884.7337915284
385060001,512279.0616206743,240000,940000,850400,752279.0616206743
385060010,393966.3553906787,194900,699900,634400,588866.3553906786
385060011,353436.7268122998,194900,618408,669800,548336.7268122998
385140008,282035.5021811157,95600,407000,395500,377635.5021811157
385160106,260179.5791563351,127100,391239,394700,387279.5791563351
385170201,252758.0491000878,123200,410000,394000,375958.04910008784
385170202,232153.3736838252,122300,336805,327300,354453.3736838252
385170211,254401.88595357438,123000,417000,391300,377401.8859535744
385270079,236173.35197309713,108000,321125,321600,344173.35197309713
385280050,273595.2082081884,109100,405480,370300,382695.2082081884
385320318,266253.4776403355,119200,398515,382400,385453.4776403355
385330401,250828.5862289146,120500,308524,360500,371328.58622891456
385330403,231473.4985206162,118800,334070,320000,350273.4985206162
385330407,250849.4869670855,120500,351920,360600,371349.4869670855
385330409,231473.4985206162,118800,329000,320000,350273.4985206162
385330410,251095.92536260112,117800,366894,358700,368895.9253626011
385330413,250758.17963579323,120500,359751,360300,371258.1796357932
385420003,238740.44985896867,95500,342999,317400,334240.44985896867
385460526,237567.8009248063,124600,379609,353600,362167.8009248063
385480030,260884.7403827462,147000,426378,393500,407884.7403827462
385480064,251085.63921438437,145600,398987,372800,396685.63921438437
385490004,280152.4628167214,95300,469900,390700,375452.4628167214
385520055,239451.58158493845,109000,370928,298300,348451.58158493845
385520057,260156.93296668679,109000,336430,349900,369156.9329666868
385520060,295103.9541809164,109000,422956,420300,404103.9541809164
385520061,293120.0790398669,109000,417600,422500,402120.0790398669
385520096,251450.0684669417,112100,373712,341300,363550.0684669417
385530013,298562.0716287257,99800,399000,429000,398362.0716287257
385540703,251296.53615173887,121400,359819,363000,372696.53615173884
385540706,234188.72589330157,114200,345928,331300,348388.72589330154
385540708,250875.21334336483,123800,349888,364000,374675.2133433648
385550604,263721.05256032315,124800,392107,385200,388521.05256032315
385550618,274192.5380295562,126300,501900,427100,400492.5380295562
385550629,265402.47430916736,125800,428563,385600,391202.47430916736
385550632,273904.41791694995,124600,471151,394200,398504.41791694995
385560801,234916.87669452434,117300,354000,337800,352216.8766945243
385560802,241460.3262507512,122000,317939,358100,363460.3262507512
385560807,233536.61043530356,115000,351294,330600,348536.61043530353
385560813,242743.97300299,114900,372929,362400,357643.97300299
385560823,232253.7141189969,118700,317242,322700,350953.71411899687
385810903,248844.172905404,117600,373000,358900,366444.172905404
385810904,232044.5074790175,118700,336000,321900,350744.5074790175
385810905,233759.74753535047,111800,348000,328200,345559.7475353505
385810912,250477.6491072572,120200,374297,366900,370677.6491072572
385810913,236145.23283055626,114800,334000,338900,350945.2328305562
385810919,236293.99021294003,114800,344500,338600,351093.99021294
385810923,232044.5074790175,118700,335000,321900,350744.5074790175
385810926,249418.38309542724,127100,380316,370300,376518.38309542724
385810928,249135.90301941466,127100,356695,369400,376235.90301941463
385810933,265695.19133346656,125300,408000,394000,390995.19133346656
385810939,265209.1404206353,121200,381009,386000,386409.1404206353
385810941,240459.91942085297,121200,375000,350400,361659.91942085297
385820003,244992.86128552168,118700,338262,366700,363692.86128552165
385820013,250637.60126254093,132000,414225,379200,382637.6012625409
385820019,264155.5964689167,127200,378900,390100,391355.5964689167
385820023,264346.30849571346,125400,409452,388900,389746.30849571346
385820025,265342.06956781796,125300,427514,391900,390642.06956781796
385820027,259461.76768589832,127100,390531,380300,386561.76768589835
385820033,260299.2811086808,127100,373342,383000,387399.28110868076
385860005,282928.05811612104,106300,428900,388800,389228.05811612104
385860018,283335.67573698214,102300,419900,390000,385635.67573698214
385860022,264133.1441150044,98700,389075,360500,362833.1441150044
385860025,265015.74814145453,94400,386900,362200,359415.74814145453
385860027,273236.67436396517,93800,394900,372600,367036.67436396517
386020114,270391.40764052834,161100,485000,361500,431491.40764052834
386080003,233990.26873224156,95900,361900,320300,329890.2687322416
386080006,303832.6602248895,103600,449900,442700,407432.6602248895
386080009,235025.1102253089,98600,357900,326500,333625.1102253089
386080019,273354.02038706624,102500,425900,378200,375854.02038706624
386080020,283617.2884296396,105100,441100,392700,388717.2884296396
386090049,258519.68469479063,135100,414900,390200,393619.68469479063
386110118,242831.63782324217,76400,345900,76400,319231.63782324217
386120101,266905.4807304318,102400,434593,102400,369305.4807304318
386120102,279648.2515677624,102300,449000,279200,381948.2515677624
386150003,310473.5603288075,101300,455000,101300,411773.5603288075
386150014,303962.38547934254,104600,459900,104600,408562.38547934254
386160001,446968.36731241684,181900,750000,615600,628868.3673124169
386210127,257376.1959117857,75100,362100,75100,332476.1959117857
386210131,259497.3673075699,83200,376550,83200,342697.3673075699
390050011,193080.72535041533,94200,272900,268700,287280.72535041533
390060001,176710.9805135114,92200,269900,221500,268910.9805135114
390140007,219400.5827507531,75300,335000,273400,294700.5827507531
390590007,321951.6705929098,145000,491000,484800,466951.6705929098
390610002,211208.4301982529,91300,314987,271200,302508.4301982529
390880004,199084.67240696427,83200,301000,267100,282284.67240696424
391070011,249637.21892888244,88000,399000,312000,337637.21892888244
391150001,357592.52512784663,134500,575000,634100,492092.52512784663
391240001,289269.91660937556,133900,410000,434600,423169.91660937556
391240025,270601.54383280943,131100,453550,384600,401701.54383280943
391340011,315882.5183986198,193900,517000,520400,509782.5183986198
391350018,264332.7481708068,98600,387900,361600,362932.7481708068
391350021,267155.78615898953,100000,349900,360500,367155.78615898953
391420008,251596.10655086837,114800,395000,358300,366396.10655086837
391670009,222858.89347378712,78200,321900,294200,301058.8934737871
391720004,229756.74598556533,128100,327800,266100,357856.74598556536
391740077,319500.5234626816,188600,600000,558400,508100.5234626816
391810046,210604.97303865346,79200,298000,290200,289804.9730386535
392040003,309976.8846877991,180300,523000,507600,490276.8846877991
392310004,213460.4468085249,106700,345900,322600,320160.4468085249
392520015,267290.3266132274,107600,415000,389300,374890.3266132274
392520018,284033.02336216683,107000,449000,429300,391033.02336216683
392520020,293944.30670947925,112200,490000,440900,406144.30670947925
392630001,232726.2808668425,62000,302500,275200,294726.2808668425
392630003,236997.92623400313,62000,327000,281000,298997.92623400316
392790001,219924.80023164718,188900,529900,319900,408824.8002316472
392810031,270611.281335051,105300,386045,377500,375911.281335051
392810032,314609.86011437513,105400,411290,437000,420009.86011437513
392870079,288365.04599076125,109800,421538,384100,398165.04599076125
392870084,261672.27314714305,109700,380715,350400,371372.2731471431
392950205,203399.08521919686,115800,400000,115800,319199.08521919686
393070130,256147.754530121,93300,349705,93300,349447.754530121
393070133,242638.70772013112,86900,337650,86900,329538.70772013115
393080432,254857.3287253013,91000,339990,91000,345857.3287253013
400050013,226424.5810814055,133200,330000,338000,359624.5810814055
400080001,197036.52426043752,122800,302500,298100,319836.5242604375
400120003,200473.51616585135,136900,295875,313600,337373.5161658514
400120006,204509.15174052826,138300,311000,308200,342809.1517405283
400120008,185549.26368348688,138300,250000,246900,323849.26368348685
400130004,184238.1283593635,89400,305000,264900,273638.12835936353
400130044,175693.75149627894,88300,227000,234000,263993.7514962789
400140008,185041.6804313013,94100,286500,231800,279141.6804313013
400190008,226285.6824377224,114700,308000,322300,340985.6824377224
400280006,266225.8739527812,98700,413900,384700,364925.8739527812
400290006,343061.8917247003,101000,385000,390000,444061.8917247003
400320007,231133.98816046678,101000,380000,298800,332133.9881604668
400480010,219593.78166401142,140400,337000,316300,359993.7816640114
400490007,228574.2774727822,147400,333000,302100,375974.2774727822
400500020,187851.04067057828,132100,281950,292400,319951.04067057825
400520025,223056.67162854748,140400,395000,348100,363456.6716285475
400540016,212834.93300454272,135400,310000,285100,348234.9330045427
400560006,210686.59575802402,140400,295000,272700,351086.595758024
400570005,182117.1488055621,159200,270000,280800,341317.14880556206
400580015,270956.1328916374,160700,474000,395100,431656.1328916374
400580026,243144.41257876268,167600,430000,380200,410744.4125787627
400750001,233412.04543212996,92800,328500,321600,326212.04543213
400750016,233543.20488260596,89500,326650,317200,323043.20488260593
400760005,210527.66589262153,125400,305000,315400,335927.6658926215
400860008,215277.7002796835,102000,355900,333700,317277.70027968346
400920009,196405.00879987926,93700,274900,287800,290105.00879987923
400950006,193562.9819219711,99400,275000,247900,292962.9819219711
401000007,203719.8578039873,92600,385000,264500,296319.85780398734
401400003,227749.64435643074,122300,389900,333500,350049.64435643074
401490002,316310.79141358106,175600,465000,450000,491910.79141358106
401500006,261005.25814189497,160800,405000,449500,421805.25814189494
401510004,256375.71269160937,138400,408000,380800,394775.7126916094
401520004,248911.6067337234,122300,395000,375900,371211.6067337234
401560007,244866.2067936285,121600,295000,347900,366466.2067936285
401640017,193440.088337358,95500,325000,293300,288940.08833735797
401640029,204753.65968621304,94700,314000,303900,299453.659686213
401760015,259755.32709253888,101800,390100,359000,361555.3270925389
401910010,278022.4090349801,152000,415000,416300,430022.4090349801
402050001,318825.967928467,188200,495000,530400,507025.967928467
402080012,336345.1235823841,183500,642000,528000,519845.1235823841
402200004,230175.13725785812,121600,392000,353000,351775.1372578581
402300006,291203.6633714415,255500,485000,481200,546703.6633714414
402430042,212596.2627548422,85400,355000,291500,297996.2627548422
402680005,274366.1993552388,68900,370000,344100,343266.1993552388
402680008,176228.9140583521,65400,205000,168400,241628.9140583521
402810009,195323.11112537945,84900,269900,248700,280223.11112537945
403100019,244960.52918316773,89300,339900,323000,334260.52918316773
403110019,257920.53651946163,119400,395000,400000,377320.53651946166
403320013,265617.5618081752,93900,343300,337600,359517.5618081752
403320031,236342.5080157025,91500,365000,309700,327842.5080157025
403340021,456070.4683738756,220300,731320,705700,676370.4683738756
403420009,485357.73750178044,213900,785000,752200,699257.7375017805
403530001,219597.97362179196,102200,287075,295400,321797.9736217919
403570039,230385.9726598097,92100,345000,336800,322485.9726598097
403800014,456196.4217177995,172700,605000,587300,628896.4217177995
403910002,236878.73918597584,185900,424900,427900,422778.73918597586
403940066,238015.01981792363,94300,339900,343300,332315.01981792366
403970032,210575.58650615203,93000,339000,317700,303575.58650615206
404480222,250884.8197824013,110000,401500,359700,360884.8197824013
404673016,302683.35573412507,137200,440000,472600,439883.35573412507
404673038,239112.48226438786,138800,347000,363100,377912.4822643879
404720016,321523.6440984613,147800,513647,515800,469323.6440984613
404793061,264394.81431788893,146200,415000,424800,410594.81431788893
404803074,302826.564884982,143600,430000,471000,446426.564884982
404833097,259382.1717583215,144400,422500,412900,403782.17175832146
404843117,269065.1841867485,148200,449000,434000,417265.1841867485
404890020,206252.43724717386,150000,329900,334000,356252.43724717386
404890030,206027.88197714175,150000,289900,334400,356027.8819771417
404960001,216700.24450568552,97100,313000,326700,313800.2445056855
405070050,190529.18304119495,150000,349000,263600,340529.1830411949
405070051,215868.76532604432,150000,328068,351400,365868.7653260443
405070053,207610.8539549225,150000,322467,335800,357610.8539549225
405070053,207610.8539549225,150000,345790,335800,357610.8539549225
405070053,207610.8539549225,150000,322467,335800,357610.8539549225
405070053,207610.8539549225,150000,345790,335800,357610.8539549225
405070056,198259.86072519215,150000,287000,296200,348259.8607251921
405150003,274389.43396338297,98100,457094,395300,372489.43396338297
405150005,241648.3668258239,96300,407121,342800,337948.3668258239
405150009,206329.7338216004,96100,337692,276800,302429.73382160044
