ACCOUNTNO,PROP_TYPE,TX_DIST,PT,SPT,N_GRP,LEA,IMPQUALITY,IMPCONDITIONTYPE,EFFAGE,REMODPCT,BLTASDESCRIPTION,BLTASSTORIES,IMPEXTERIOR,BLTASSF,BEDRMCNT,TOT_BATH,BSMT_TOTAL,BSMT_FIN,BSMT_UNFIN,KITCHENS,ATTGAR,DETGAR,RES_RCNLD,RES_COSTRCN,TOT_RCNLD,TOT_RCN,NEW_PT,MLS_TOTAL_SQFT,HAS_ATTGAR,HAS_DETGAR,HAS_BSMT,BSMT_ISFIN,BSMT_PCTCOMP,IS_REMOD,ACTUAL_AGE,SF_ROOM,IMPROVED
343470020,RS,90,111,111,509,5004,Average,Average,5,0,Ranch 1 Story,1,Frame Vinyl,1244,3,2,0,0,0,1,440,0,141013,147139,141013,147139,RS,1244,Yes,No,No,No,0,No,18,414.6666666666667,184600
343470024,RS,90,111,111,509,5004,Average,Average,4,0,2 Story,2,Frame Vinyl,1446,3,2.5,0,0,0,1,400,0,148997,153853,148997,153853,RS,1446,Yes,No,No,No,0,No,17,482,190520
343470028,RS,90,111,111,509,5004,Average,Average,5,0,Ranch 1 Story,1,Frame Vinyl,1551,3,2,0,0,0,1,462,0,164299,171145,164299,171145,RS,1551,Yes,No,No,No,0,No,19,517,198400
343470031,RS,90,111,111,509,5004,Average,Average,5,0,2 Story,2,Frame Vinyl,1748,3,2.5,0,0,0,1,420,0,172248,179425,172248,179425,RS,1748,Yes,No,No,No,0,No,18,582.6666666666666,232400
343510001,RSP,70,119,111,194,3025,Average,Average,5,0,2 Story,2,Frame Stucco,2141,4,2.5,846,0,846,1,400,0,219911,229345,219911,229345,RSP,2987,Yes,No,Yes,No,0,No,19,746.75,228000
343510015,RSP,70,119,111,194,3025,Average,Average,5,0,2 Story,2,Frame Stucco,2224,3,2.5,855,300,555,1,420,0,235550,245635,235550,245635,RSP,3079,Yes,No,Yes,No,0.3508771929824561,No,19,1026.3333333333333,245000
343510020,RSP,70,119,111,194,3025,Average,Average,5,0,2 Story,2,Frame Stucco,2078,3,2.5,799,639,160,1,420,0,234166,244194,234166,244194,RSP,2849,Yes,No,Yes,No,0.799749687108886,No,19,949.6666666666666,216240
343550010,RS,150,111,111,723,7215,Above Average,Average,5,0,Ranch 1 Story,1.5,Frame Stucco,2211,3,2.5,2149,0,2149,1,874,0,317418,330894,317418,330894,RS,4360,Yes,No,Yes,No,0,No,18,1453.3333333333333,281600
343570028,RS,190,111,111,752,7503,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1370,3,3,1312,1312,0,1,636,0,236483,244044,240004,261648,RS,2682,Yes,No,Yes,Yes,1,No,17,894,267600
343570029,RS,190,111,111,752,7503,Average,Average,5,0,Ranch 1 Story,1,Frame Vinyl,1318,3,3,1278,1278,0,1,506,0,221492,230971,221492,230971,RS,2596,Yes,No,Yes,Yes,1,No,18,865.3333333333334,271200
343570032,RS,190,111,111,752,7503,Average,Average,5,0,Ranch 1 Story,1,Frame Vinyl,1141,3,2,1141,570,571,1,519,0,175978,183560,175978,183560,RS,2282,Yes,No,Yes,No,0.49956178790534617,No,18,760.6666666666666,215400
343570034,RS,190,111,111,752,7503,Average,Average,5,0,Ranch 1 Story,1,Frame Stucco,1336,3,2,1336,534,802,1,440,0,195679,204082,204357,213028,RS,2672,Yes,No,Yes,No,0.3997005988023952,No,18,890.6666666666666,228600
343570039,RS,190,111,111,752,7503,Average,Average,5,0,Ranch 1 Story,1,Frame Vinyl,936,3,1.75,936,936,0,1,528,0,167742,174981,167742,174981,RS,1872,Yes,No,Yes,Yes,1,No,18,624,256150
343570043,RS,190,111,111,752,7503,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1621,3,3.75,1621,1621,0,2,493,0,267562,276085,267562,276085,RS,3242,Yes,No,Yes,Yes,1,No,17,1080.6666666666667,276400
343640016,RS,190,111,111,752,7503,Average,Average,5,0,Ranch 1 Story,1,Frame Siding,1625,3,2,1605,0,1605,1,484,0,206641,215251,206641,215251,RS,3230,Yes,No,Yes,No,0,No,18,1076.6666666666667,253200
343640019,RS,190,111,111,752,7503,Average,Average,3,0,2 Story,2,Frame Stucco,2242,4,3.5,911,865,46,1,420,0,266359,271999,266359,271999,RS,3145,Yes,No,Yes,No,0.9495060373216246,No,15,786.25,266100
343680004,RS,150,111,111,723,7215,Above Average,Average,5,0,Ranch 1 Story,1,Frame Stucco,1600,6,3,1706,1706,0,1,627,0,309398,322540,309398,322540,RS,3306,Yes,No,Yes,Yes,1,No,18,551,211700
343690024,RSP,70,119,111,194,3025,Average,Above Average,5,0.4,2 Story,2,Frame Stucco,2090,5,3.5,930,930,0,1,441,0,253665,262253,253665,262253,RSP,3020,Yes,No,Yes,Yes,1,Yes,18,604,263000
343690039,RSP,70,119,111,194,3025,Average,Average,5,0,Split Level,2,Frame Stucco,1673,3,3.5,1017,1017,0,1,441,0,227837,237580,227837,237580,RSP,2676,Yes,No,Yes,Yes,1,No,18,892,219000
343690044,RSP,70,119,111,194,3025,Average,Average,5,0,Split Level,2,Frame Stucco,1694,3,3,480,432,48,1,420,0,206114,214952,206114,214952,RSP,2174,Yes,No,Yes,No,0.9,No,18,724.6666666666666,212000
343760007,RS,38,111,111,151,1503,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1350,3,2,1342,135,1207,1,440,0,186923,192952,186923,192952,RS,2750,Yes,No,Yes,No,0.10059612518628912,No,17,916.6666666666666,217750
343760018,RS,38,111,111,151,1503,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1381,3,2.75,1349,1147,202,1,441,0,224510,231701,224510,231701,RS,2730,Yes,No,Yes,No,0.8502594514455152,No,17,910,235600
343760019,RS,38,111,111,151,1503,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1506,3,3,1452,1452,0,2,528,0,254946,263037,254946,263037,RS,3164,Yes,No,Yes,Yes,1,No,16,1054.6666666666667,251300
343760019,RS,38,111,111,151,1503,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1506,3,3,1452,1452,0,2,528,0,254946,263037,254946,263037,RS,2958,Yes,No,Yes,Yes,1,No,16,986,278300
343760022,RS,38,111,111,151,1503,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1465,3,3,1465,1319,146,1,504,0,238738,246369,238738,246369,RS,2930,Yes,No,Yes,No,0.9003412969283277,No,17,976.6666666666666,220400
343760023,RS,38,111,111,151,1503,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1266,3,2,1234,1051,183,1,440,0,203811,210321,203811,210321,RS,2500,Yes,No,Yes,No,0.8517017828200972,No,16,833.3333333333334,222500
343760036,RS,38,111,111,151,1503,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1469,3,2,1499,0,1499,1,631,0,199740,206124,199740,206124,RS,2968,Yes,No,Yes,No,0,No,16,989.3333333333334,233100
343760037,RS,38,111,111,151,1503,Average,Average,4,0,2 Story,2,Frame Stucco,2081,4,2.5,932,0,932,1,480,0,222807,229904,222807,229904,RS,3013,Yes,No,Yes,No,0,No,16,753.25,258300
343760040,RS,38,111,111,151,1503,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1510,3,2,1538,180,1358,1,528,0,208966,215635,208966,215635,RS,3048,Yes,No,Yes,No,0.11703511053315994,No,16,1016,219300
343760052,RS,38,111,111,151,1503,Average,Average,4,0,2 Story,2,Frame Stucco,2344,3,2.5,1044,0,1044,1,758,0,248811,256712,248811,256712,RS,3388,Yes,No,Yes,No,0,No,16,1129.3333333333333,249900
343760059,RS,38,111,111,151,1503,Average,Average,4,0,2 Story,2,Frame Stucco,2413,4,3.5,1222,1222,0,1,462,0,290069,299288,290069,299288,RS,3635,Yes,No,Yes,Yes,1,No,17,908.75,323100
343760063,RS,38,111,111,151,1503,Average,Above Average,4,0.5,2 Story,2,Frame Stucco,1573,3,3.5,793,753,40,1,462,0,211867,217978,211867,217978,RS,2570,Yes,No,Yes,No,0.9495586380832283,Yes,17,856.6666666666666,254450
343810112,RSP,70,119,111,194,3025,Average,Average,4,0,2 Story,2,Frame Stucco,1796,4,3.5,646,613,33,1,441,0,220210,227268,220210,227268,RSP,2442,Yes,No,Yes,No,0.9489164086687306,No,17,610.5,248400
343810119,RSP,70,119,111,194,3025,Average,Average,4,0,Split Level,2,Frame Stucco,1614,3,2,958,0,958,1,420,0,188108,194173,188108,194173,RSP,2572,Yes,No,Yes,No,0,No,17,857.3333333333334,215000
343810120,RSP,70,119,111,194,3025,Average,Average,4,0,2 Story,2,Frame Stucco,2156,4,2.5,815,0,815,1,441,0,224131,231310,224131,231310,RSP,2971,Yes,No,Yes,No,0,No,17,742.75,222000
343810121,RSP,70,119,111,194,3025,Average,Average,4,0,Bi Level 1 Story,2,Frame Stucco,1294,3,2.5,716,716,0,1,400,0,187851,193908,187851,193908,RSP,2177,Yes,No,Yes,Yes,1,No,17,725.6666666666666,225000
343830005,RS,21,111,111,193,1912,Above Average,Average,3,0,2 Story,2,Frame Stucco,3746,5,4.75,2408,2408,0,1,784,0,523035,533893,523035,533893,RS,6230,Yes,No,Yes,Yes,1,No,14,1246,466600
343830014,RS,21,111,111,193,1912,Above Average,Average,4,0.05,Ranch 1 Story,1.5,Frame Stucco,2456,5,3.5,1777,0,1777,1,1046,0,344423,355323,344423,355323,RS,4311,Yes,No,Yes,No,0,Yes,17,862.2,281200
343840003,RS,140,111,111,711,7101,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1876,3,3.5,1896,1775,121,1,672,0,295343,304683,295343,304683,RS,3772,Yes,No,Yes,No,0.9361814345991561,No,16,1257.3333333333333,375600
343840013,RS,140,111,111,711,7101,Average,Average,4,0,2 Story,2,Frame Stucco,2648,4,3.5,1203,1203,0,1,574,0,312552,322425,312552,322425,RS,3850,Yes,No,Yes,Yes,1,No,16,962.5,368175
343920111,RS,38,111,111,151,1503,Average,Average,4,0,2 Story,2,Frame Stucco,2298,4,3.5,1161,205,956,1,483,0,257719,265896,257719,265896,RS,3459,Yes,No,Yes,No,0.17657192075796727,No,16,864.75,252100
343920112,RS,38,111,111,151,1503,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1541,3,3,1515,1250,265,1,440,0,244958,250161,244958,250161,RS,3082,Yes,No,Yes,No,0.8250825082508251,No,15,1027.3333333333333,285600
343920116,RS,38,111,111,151,1503,Average,Above Average,3,0.6,2 Story,2,Frame Stucco,2266,4,2.5,1316,263,1053,1,736,0,266205,270704,266205,270704,RS,3582,Yes,No,Yes,No,0.19984802431610943,Yes,15,895.5,289200
343920118,RS,38,111,111,151,1503,Average,Average,3,0,2 Story,2,Frame Stucco,2835,4,3.5,1540,1540,0,2,484,0,341055,348219,341055,348219,RS,4375,Yes,No,Yes,Yes,1,No,15,1093.75,313800
343920134,RS,38,111,111,151,1503,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1196,3,2,1176,882,294,1,396,0,190716,196614,190716,196614,RS,2372,Yes,No,Yes,No,0.75,No,16,790.6666666666666,246900
343920138,RS,38,111,111,151,1503,Average,Average,4,0,2 Story,2,Frame Stucco,2968,4,3.5,1616,1535,81,2,484,0,351125,362191,351125,362191,RS,4508,Yes,No,Yes,No,0.9498762376237624,No,16,1127,344600
343920142,RS,38,111,111,151,1503,Average,Average,3,0,2 Story,2,Frame Stucco,2332,4,3.5,1212,1212,0,1,484,0,288230,294316,288230,294316,RS,3544,Yes,No,Yes,Yes,1,No,15,886,294600
343920145,RS,38,111,111,151,1503,Average,Average,3,0,2 Story,2,Frame Stucco,2131,3,2.5,1069,0,1069,1,441,0,229576,234465,229576,234465,RS,3460,Yes,No,Yes,No,0,No,15,1153.3333333333333,257000
343920148,RS,38,111,111,151,1503,Average,Average,4,0,2 Story,2,Frame Stucco,2391,4,2.5,1200,120,1080,1,484,0,254617,262698,254617,262698,RS,3591,Yes,No,Yes,No,0.1,No,16,897.75,260000
343920179,RS,38,111,111,151,1503,Average,Average,4,0,2 Story,2,Frame Stucco,2392,3,2.5,1202,120,1082,1,484,0,254462,262538,254462,262538,RS,3594,Yes,No,Yes,No,0.09983361064891846,No,16,1198,345000
343920185,RS,38,111,111,151,1503,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1539,3,2,1563,782,781,1,440,0,226143,230962,226143,230962,RS,3102,Yes,No,Yes,No,0.5003198976327575,No,15,1034,253100
343950072,RS,38,111,111,151,1503,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1423,2,4,1361,1361,0,2,483,0,247406,255264,247406,255264,RS,2784,Yes,No,Yes,Yes,1,No,16,1392,284100
343950077,RS,38,111,111,151,1503,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1510,3,2,1452,0,1452,1,530,0,202932,207278,202932,207278,RS,3035,Yes,No,Yes,No,0,No,15,1011.6666666666666,196050
343950078,RS,38,111,111,151,1503,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1423,3,3,1361,1361,0,1,441,0,229859,237174,229859,237174,RS,2784,Yes,No,Yes,Yes,1,No,16,928,296750
343950091,RS,38,111,111,151,1503,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1694,3,3,1638,1474,164,2,831,0,274424,283118,274424,283118,RS,3332,Yes,No,Yes,No,0.8998778998778999,No,16,1110.6666666666667,279300
343950100,RS,38,111,111,151,1503,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1894,3,3,1804,1804,0,1,1109,0,305620,315278,305620,315278,RS,3698,Yes,No,Yes,Yes,1,No,16,1232.6666666666667,297500
343950102,RS,38,111,111,151,1503,Average,Average,4,0,2 Story,2,Frame Stucco,1961,5,3.5,1444,1300,144,2,624,0,273353,282013,273353,282013,RS,3416,Yes,No,Yes,No,0.9002770083102493,No,16,683.2,294300
343950105,RS,38,111,111,151,1503,Average,Average,4,0,1½ Story Fin,2,Frame Stucco,2594,5,3,1853,0,1853,1,440,0,276155,284902,276155,284902,RS,4476,Yes,No,Yes,No,0,No,16,895.2,317800
343960004,RS,150,111,111,723,7215,Above Average,Average,4,0,2 Story,2,Frame Stucco,2440,4,3.5,1582,1582,0,2,646,0,374086,385862,374086,385862,RS,4022,Yes,No,Yes,Yes,1,No,16,1005.5,318800
343960005,RS,150,111,111,723,7215,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,2449,2,3,2547,2547,0,2,942,0,453878,463345,453878,463345,RS,4996,Yes,No,Yes,Yes,1,No,15,2498,380550
343960008,RS,150,111,111,723,7215,Above Average,Average,4,0,Ranch 1 Story,1,Frame Masonry Veneer,1764,3,3.5,1861,1630,231,2,766,0,370518,381977,370518,381977,RS,3769,Yes,No,Yes,No,0.8758731864588931,No,16,1256.3333333333333,321300
343960009,RS,150,111,111,723,7215,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1733,3,4.5,1817,1817,0,1,805,0,401916,410322,401916,410322,RS,3617,Yes,No,Yes,Yes,1,No,15,1205.6666666666667,317900
343960018,RS,150,111,111,723,7215,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1823,3,3.5,1796,1796,0,1,528,0,292315,298485,292315,298485,RS,3786,Yes,No,Yes,Yes,1,No,15,1262,237500
343990128,RSP,70,119,111,194,3025,Average,Average,3,0,2 Story,2,Frame Stucco,1841,4,2.5,867,0,867,1,441,0,208551,213011,208551,213011,RSP,2708,Yes,No,Yes,No,0,No,15,677,196900
343990130,RSP,70,119,111,194,3025,Average,Average,3,0,Split Level,2,Frame Stucco,1700,3,3.5,1026,1026,0,1,462,0,235713,240728,235713,240728,RSP,2726,Yes,No,Yes,Yes,1,No,15,908.6666666666666,244000
343990132,RSP,70,119,111,194,3025,Average,Average,3,0,Split Level,2,Frame Stucco,1674,3,3.25,886,886,0,1,462,0,226062,230880,226062,230880,RSP,2560,Yes,No,Yes,Yes,1,No,15,853.3333333333334,209900
343990136,RSP,70,119,111,194,3025,Average,Average,3,0,Split Level,2,Frame Stucco,1700,3,2.5,912,0,912,1,462,0,198939,203203,198939,203203,RSP,2612,Yes,No,Yes,No,0,No,15,870.6666666666666,195000
343990141,RSP,70,119,111,194,3025,Average,Average,3,0,2 Story,2,Frame Stucco,2151,4,2.5,946,0,946,1,462,0,229102,233982,229102,233982,RSP,3113,Yes,No,Yes,No,0,No,15,778.25,260000
343990146,RSP,70,119,111,194,3025,Average,Average,3,0,2 Story,2,Frame Stucco,1840,4,3.5,919,919,0,1,462,0,238159,243223,238159,243223,RSP,2759,Yes,No,Yes,Yes,1,No,15,689.75,301000
343990147,RSP,70,119,111,194,3025,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1270,3,2.75,1270,1143,127,1,420,0,211020,215531,211020,215531,RSP,2540,Yes,No,Yes,No,0.9,No,15,846.6666666666666,217375
343990150,RSP,70,119,111,194,3025,Average,Average,3,0,2 Story,2,Frame Stucco,1832,3,2.5,919,0,919,1,462,0,208505,212964,208505,212964,RSP,2751,Yes,No,Yes,No,0,No,15,917,245000
344000056,RSP,70,119,111,194,3025,Average,Average,3,0,2 Story,2,Frame Stucco,2206,4,3.5,907,907,0,1,462,0,264674,270280,264674,270280,RSP,3113,Yes,No,Yes,Yes,1,No,15,778.25,260000
344000070,RSP,70,119,111,194,3025,Average,Average,3,0,2 Story,2,Frame Stucco,2164,4,2.5,951,0,951,1,420,0,230707,235619,230707,235619,RSP,3103,Yes,No,Yes,No,0,No,15,775.75,224000
344000079,RSP,70,119,111,194,3025,Average,Average,4,0,2 Story,2,Frame Stucco,1797,4,3.5,789,789,0,1,441,0,227091,234321,227091,234321,RSP,2586,Yes,No,Yes,Yes,1,No,16,646.5,190000
344050003,RS,21,111,111,193,1912,Above Average,Average,NA,0,2 Story,0,Frame Stucco,4304,4,5,2882,2882,0,2,1102,0,795967,837860,795967,837860,RS,7400,Yes,No,Yes,Yes,1,No,8,1850,996100
344060006,RS,110,111,111,601,6017,Above Average,Average,3,0,2 Story,2,Frame Stucco,4754,4,5.5,2623,536,2087,1,1250,0,628905,641923,628905,641923,RS,7428,Yes,No,Yes,No,0.20434616850934045,No,14,1857,494900
344070003,RSOB,70,111,111,308,3004,Average,Above Average,12,0.75,Ranch 1 Story,1.5,Frame Stucco,4264,5,3.25,0,0,0,1,1606,0,412895,453705,412895,453705,RSOB,4403,Yes,No,No,No,0,Yes,49,880.6,464200
344090101,RS,38,111,111,151,1506,Average,Average,4,0,1½ Story Fin,1.5,Frame Stucco,2121,3,2.5,1527,0,1527,1,702,0,241446,249120,241446,249120,RS,3648,Yes,No,Yes,No,0,No,16,1216,289200
344090102,RS,38,111,111,151,1506,Above Average,Average,3,0,1½ Story Fin,1.5,Frame Stucco,2530,1,2.5,1712,0,1712,1,705,0,313409,319989,313409,319989,RS,4420,Yes,No,Yes,No,0,No,14,4420,302600
344090105,RS,38,111,111,151,1506,Average,Average,4,0,1½ Story Fin,1.5,Frame Stucco,2108,3,2.5,1906,733,1173,1,484,0,260489,268752,260489,268752,RS,4014,Yes,No,Yes,No,0.3845750262329486,No,16,1338,351700
344090106,RS,38,111,111,151,1506,Average,Average,4,0,2 Story,2,Frame Stucco,2508,4,2.5,1762,0,1762,1,420,0,262876,271212,262876,271212,RS,4270,Yes,No,Yes,No,0,No,16,1067.5,304600
344090120,RS,38,111,111,151,1506,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1389,3,3,1407,1337,70,1,422,0,231601,236532,231601,236532,RS,2796,Yes,No,Yes,No,0.9502487562189055,No,15,932,214500
344090126,RS,38,111,111,151,1506,Average,Average,3,0,2 Story,2,Frame Stucco,2246,4,3.5,1022,1022,0,2,696,0,285284,291310,285284,291310,RS,3268,Yes,No,Yes,Yes,1,No,15,817,302500
344090132,RS,38,111,111,151,1506,Average,Average,3,0,2 Story,2,Frame Stucco,2083,5,2.5,936,936,0,1,506,0,253243,258615,253243,258615,RS,3019,Yes,No,Yes,Yes,1,No,15,603.8,294100
344090133,RS,38,111,111,151,1506,Average,Average,4,0,2 Story,2,Frame Stucco,2026,5,2.5,916,0,916,1,529,0,220117,227131,220117,227131,RS,2939,Yes,No,Yes,No,0,No,16,587.8,208400
344090136,RS,38,111,111,151,1506,Average,Average,3,0,2 Story,2,Frame Stucco,2204,5,3.5,994,994,0,1,528,0,266321,271960,266321,271960,RS,3198,Yes,No,Yes,Yes,1,No,15,639.6,233573
344090137,RS,38,111,111,151,1506,Average,Above Average,3,0.6,Ranch 1 Story,1,Frame Stucco,1537,3,3,1537,1460,77,1,483,0,256003,260336,256003,260336,RS,3074,Yes,No,Yes,No,0.9499024072869225,Yes,15,1024.6666666666667,287900
344090148,RS,38,111,111,151,1506,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1276,3,3,1234,1234,0,2,820,0,236366,241394,236366,241394,RS,2510,Yes,No,Yes,Yes,1,No,15,836.6666666666666,242900
344090148,RS,38,111,111,151,1506,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1276,3,3,1234,1234,0,2,820,0,236366,241394,236366,241394,RS,2510,Yes,No,Yes,Yes,1,No,15,836.6666666666666,248400
344090157,RS,38,111,111,151,1506,Average,Average,3,0,2 Story,2,Frame Stucco,2282,4,3.5,1027,944,83,1,756,0,278822,284716,278822,284716,RS,3309,Yes,No,Yes,No,0.9191820837390458,No,15,827.25,299400
344140004,RS,10,111,111,105,1043,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,2071,4,3,1808,1809,-1,2,851,0,377083,384983,377083,384983,RS,4299,Yes,No,Yes,No,1.0005530973451326,No,15,1074.75,371100
344140008,RS,10,111,111,105,1043,Above Average,Above Average,3,0.65,Ranch 1 Story,1,Frame Stucco,1772,4,3,1803,1803,0,1,734,0,346905,352696,346905,352696,RS,3741,Yes,No,Yes,Yes,1,Yes,14,935.25,367200
344140011,RS,10,111,111,105,1043,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1905,3,3.5,1921,1921,0,1,804,0,363590,371194,363590,371194,RS,3973,Yes,No,Yes,Yes,1,No,14,1324.3333333333333,344600
344140013,RS,10,111,111,105,1043,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,2120,3,3.5,2206,2096,110,1,773,0,397467,405783,397467,405783,RS,4326,Yes,No,Yes,No,0.9501359927470535,No,15,1442,425600
344140023,RS,10,111,111,105,1043,Above Average,Above Average,3,0.5,Ranch 1 Story,1,Frame Stucco,1841,3,3,1957,1761,196,1,923,0,354624,361291,354624,361291,RS,3810,Yes,No,Yes,No,0.8998467041389883,Yes,14,1270,415000
344140023,RS,10,111,111,105,1043,Above Average,Above Average,3,0.5,Ranch 1 Story,1,Frame Stucco,1841,3,3,1957,1761,196,1,923,0,354624,361291,354624,361291,RS,3810,Yes,No,Yes,No,0.8998467041389883,Yes,14,1270,364000
344140024,RS,10,111,111,105,1043,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1805,3,3,1927,1050,877,1,506,0,319754,326484,319754,326484,RS,3834,Yes,No,Yes,No,0.5448884276076803,No,15,1278,309600
344140025,RS,10,111,111,105,1043,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1956,3,3.5,1976,1976,0,1,807,0,369237,376977,369237,376977,RS,3952,Yes,No,Yes,Yes,1,No,15,1317.3333333333333,359700
344140029,RS,10,111,111,105,1043,Above Average,Average,3,0.05,2 Story,2,Frame Stucco,2640,4,3.5,1731,1541,190,1,726,0,390551,398726,390551,398726,RS,4100,Yes,No,Yes,No,0.8902368573079145,Yes,15,1025,442100
344140030,RS,10,111,111,105,1043,Above Average,Average,3,0,1½ Story Fin,2,Frame Stucco,2537,5,2.5,1626,0,1626,1,927,0,325853,332503,325853,332503,RS,4263,Yes,No,Yes,No,0,No,15,852.6,311800
344140032,RS,10,111,111,105,1043,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1771,3,3.5,1800,1710,90,1,768,0,342894,349892,342894,349892,RS,3623,Yes,No,Yes,No,0.95,No,15,1207.6666666666667,306700
344140040,RS,10,111,111,105,1043,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1627,3,3,1643,1627,16,1,483,0,309040,315347,309040,315347,RS,3264,Yes,No,Yes,No,0.9902617163724894,No,15,1088,348600
344140044,RS,10,111,111,105,1043,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1814,3,3.5,1840,1380,460,1,759,0,332285,339250,332285,339250,RS,3654,Yes,No,Yes,No,0.75,No,14,1218,364600
344150001,RS,170,111,111,744,7409,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1378,3,2,1378,482,896,1,462,0,203858,208202,203858,208202,RS,2666,Yes,No,Yes,No,0.3497822931785196,No,14,888.6666666666666,259000
344150002,RS,170,111,111,744,7409,Average,Average,3,0,Other,2,Frame Stucco,1455,3,2.5,765,0,765,1,441,0,176891,180501,176891,180501,RS,2220,Yes,No,Yes,No,0,No,14,740,223400
344150007,RS,170,111,111,744,7409,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1359,3,3,1359,1359,0,1,441,0,232612,237543,232612,237543,RS,2718,Yes,No,Yes,Yes,1,No,14,906,251000
344150010,RS,170,111,111,744,7409,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1295,3,2,1295,0,1295,1,462,0,178723,182554,178723,182554,RS,2590,Yes,No,Yes,No,0,No,14,863.3333333333334,257400
344150012,RS,170,111,111,744,7409,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1350,3,3,1350,1350,0,1,462,0,231509,236417,231509,236417,RS,2700,Yes,No,Yes,Yes,1,No,14,900,264100
344150013,RS,170,111,111,744,7409,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1463,3,2,1463,365,1098,1,441,0,206929,211336,206929,211336,RS,2926,Yes,No,Yes,No,0.24948735475051265,No,14,975.3333333333334,220900
344150014,RS,170,111,111,744,7409,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1350,3,2,1350,405,945,1,484,0,197300,201510,197300,201510,RS,2700,Yes,No,Yes,No,0.3,No,14,900,190475
344180010,RS,190,111,111,752,7503,Average,Average,2,0,Ranch 1 Story,1,Frame Vinyl,1441,3,2,1441,0,1441,1,342,0,185662,189451,185662,189451,RS,2882,Yes,No,Yes,No,0,No,12,960.6666666666666,246200
344180021,RS,190,111,111,752,7503,Average,Average,3,0,2 Story,2,Frame Stucco,2156,4,2.5,1092,0,1092,1,484,0,234941,239919,234941,239919,RS,3248,Yes,No,Yes,No,0,No,14,812,251600
344190017,RS,39,111,111,165,1609,Average,Average,3,0,2 Story,2,Frame Stucco,3342,6,3.5,1677,1677,0,1,1016,0,387116,395220,387116,395220,RS,5019,Yes,No,Yes,Yes,1,No,15,836.5,334800
344190020,RS,39,111,111,165,1609,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1612,3,3,1583,1583,0,1,829,0,273760,279531,273760,279531,RS,3195,Yes,No,Yes,Yes,1,No,14,1065,351300
344190025,RS,39,111,111,165,1609,Average,Average,3,0,2 Story,2,Frame Stucco,3182,5,2.5,1714,0,1714,1,484,0,312889,319479,312889,319479,RS,5285,Yes,No,Yes,No,0,No,15,1057,450450
344190029,RS,39,111,111,165,1609,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1734,3,2.5,1953,684,1269,1,566,0,260516,266037,260516,266037,RS,3620,Yes,No,Yes,No,0.35023041474654376,No,15,1206.6666666666667,329200
344190033,RS,39,111,111,165,1609,Average,Average,3,0,2 Story,2,Frame Stucco,2282,4,2.5,1080,0,1080,1,706,0,249863,255166,249863,255166,RS,3362,Yes,No,Yes,No,0,No,15,840.5,296600
