ACCOUNTNO,PROP_TYPE,TX_DIST,PT,SPT,N_GRP,LEA,IMPQUALITY,IMPCONDITIONTYPE,EFFAGE,REMODPCT,BLTASDESCRIPTION,BLTASSTORIES,IMPEXTERIOR,BLTASSF,BEDRMCNT,TOT_BATH,BSMT_TOTAL,BSMT_FIN,BSMT_UNFIN,KITCHENS,ATTGAR,DETGAR,RES_RCNLD,RES_COSTRCN,TOT_RCNLD,TOT_RCN,NEW_PT,MLS_TOTAL_SQFT,HAS_ATTGAR,HAS_DETGAR,HAS_BSMT,BSMT_ISFIN,BSMT_PCTCOMP,IS_REMOD,ACTUAL_AGE,SF_ROOM,IMPROVED
532250026,RS,60,111,111,202,2006,Above Average,Average,5,0,Ranch 1 Story,1,Frame Stucco,1715,3,4,1715,1715,0,2,420,0,328742,342710,328742,342710,RS,3444,Yes,No,Yes,Yes,1,No,19,1148,294700
532250027,RS,60,111,111,202,2006,Above Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,1954,2,3.5,1930,1833,97,1,484,0,349122,367792,349122,367792,RS,4130,Yes,No,Yes,No,0.949740932642487,No,20,2065,275300
532300025,RS,180,111,111,783,7807,Above Average,Average,6,0,2 Story,2,Frame Stucco,2829,3,4.25,1980,1980,0,2,648,0,481903,507561,481903,507561,RS,4552,Yes,No,Yes,Yes,1,No,20,1517.3333333333333,340200
532310084,RS,38,111,111,151,1507,Average,Average,6,0,Ranch 1 Story,1,Frame Vinyl,1096,3,3,1224,1224,0,1,483,0,194184,204404,194184,204404,RS,2320,Yes,No,Yes,Yes,1,No,21,773.3333333333334,197000
532310087,RS,38,111,111,151,1507,Average,Average,6,0,2 Story,2,Frame Vinyl,1683,4,2.5,0,0,0,1,462,0,163894,172520,163894,172520,RS,1685,Yes,No,No,No,0,No,21,421.25,194700
532310098,RS,38,111,111,151,1507,Average,Average,6,0,2 Story,2,Frame Vinyl,1656,2,3,962,962,0,1,462,0,214502,225792,214502,225792,RS,2618,Yes,No,Yes,Yes,1,No,21,1309,203300
532310102,RS,38,111,111,151,1507,Average,Average,6,0,Ranch 1 Story,1,Frame Vinyl,833,2,2,833,833,0,1,420,0,145269,152915,145269,152915,RS,1666,Yes,No,Yes,Yes,1,No,21,833,181550
532310103,RS,38,111,111,151,1507,Average,Average,6,0,1½ Story Fin,2,Frame Vinyl,1656,3,3,1032,1032,0,1,462,0,219580,231137,219580,231137,RS,2688,Yes,No,Yes,Yes,1,No,21,896,247300
532310105,RS,38,111,111,151,1507,Average,Average,6,0,2 Story,2,Frame Vinyl,1683,5,3.5,934,934,0,1,462,0,216545,227942,216545,227942,RS,2708,Yes,No,Yes,Yes,1,No,21,541.6,266200
532310108,RS,38,111,111,151,1507,Average,Average,6,0,2 Story,2,Frame Vinyl,1656,3,2.75,962,914,48,1,462,0,210478,221556,210478,221556,RS,2618,Yes,No,Yes,No,0.9501039501039501,No,21,872.6666666666666,268700
532320059,RSP,21,119,111,194,Other,Above Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,1650,4,3.5,1650,577,1073,1,440,0,273343,287729,273343,287729,RSP,3300,Yes,No,Yes,No,0.3496969696969697,No,20,825,352500
532320069,RSP,21,119,111,194,Other,Above Average,Average,5,0,Ranch 1 Story,1,Frame Stucco,1258,4,2,1258,315,943,1,546,0,226980,236708,226980,236708,RSP,2792,Yes,No,Yes,No,0.2503974562798092,No,19,698,253500
532320075,RSP,21,119,111,194,Other,Above Average,Average,5,0,Ranch 1 Story,1,Frame Stucco,1656,5,2,1620,1296,324,1,484,0,304124,317046,304124,317046,RSP,3374,Yes,No,Yes,No,0.8,No,18,674.8,305200
532320093,RSP,21,119,111,194,Other,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1544,2,3,1544,1466,78,1,462,0,308568,318359,308568,318359,RSP,3294,Yes,No,Yes,No,0.9494818652849741,No,17,1647,330000
532320127,RSP,21,119,111,194,Other,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1394,3,3,1394,1255,139,1,440,0,283600,292577,283600,292577,RSP,2788,Yes,No,Yes,No,0.900286944045911,No,16,929.3333333333334,335000
532330005,RS,80,111,111,351,3507,Above Average,Average,5,0,2 Story,2,Frame Stucco,2580,4,2.5,1958,1958,0,2,1202,0,408803,426107,408803,426107,RS,4800,Yes,No,Yes,Yes,1,No,19,1200,353000
532340115,RS,38,111,111,151,1507,Average,Average,6,0,2 Story,2,Frame Vinyl,1324,3,3,806,806,0,1,420,0,183559,193220,183559,193220,RS,2130,Yes,No,Yes,Yes,1,No,21,710,195100
532340116,RS,38,111,111,151,1507,Average,Above Average,3,0.3,2 Story,2,Frame Vinyl,1678,4,2.5,894,0,894,1,420,0,191447,194956,191447,194956,RS,2470,Yes,No,Yes,No,0,Yes,21,617.5,215400
532340124,RS,38,111,111,151,1507,Average,Average,6,0,Split Level,2,Frame Vinyl,1436,3,2,390,390,0,1,440,0,172094,181152,172094,181152,RS,1856,Yes,No,Yes,Yes,1,No,21,618.6666666666666,272200
532340128,RS,38,111,111,151,1507,Average,Average,6,0,Split Level,2,Frame Vinyl,1436,3,2,390,0,390,1,440,0,158102,166423,158102,166423,RS,1826,Yes,No,Yes,No,0,No,21,608.6666666666666,252700
532340130,RS,38,111,111,151,1507,Average,Average,6,0,2 Story,2,Frame Vinyl,1505,3,3,828,828,0,1,420,0,196069,206388,196069,206388,RS,2333,Yes,No,Yes,Yes,1,No,21,777.6666666666666,219800
532340132,RS,38,111,111,151,1507,Average,Average,6,0,Split Level,2,Frame Vinyl,1436,3,2,390,0,390,1,440,0,157216,165490,157216,165490,RS,1787,Yes,No,Yes,No,0,No,21,595.6666666666666,187800
532340136,RS,38,111,111,151,1507,Average,Average,6,0,2 Story,2,Frame Vinyl,1062,3,2.5,876,751,125,1,440,0,159728,168135,159728,168135,RS,1938,Yes,No,Yes,No,0.8573059360730594,No,21,646,208015
532340137,RS,38,111,111,151,1507,Average,Average,6,0,2 Story,2,Frame Vinyl,1505,3,3,828,828,0,1,420,0,196069,206388,196069,206388,RS,2332,Yes,No,Yes,Yes,1,No,21,777.3333333333334,205800
532340138,RS,38,111,111,151,1507,Average,Average,6,0,2 Story,2,Frame Vinyl,1324,3,3.5,728,655,73,2,420,0,185729,195504,185729,195504,RS,2206,Yes,No,Yes,No,0.8997252747252747,No,21,735.3333333333334,203540
532470037,RS,180,111,111,783,7807,Above Average,Average,5,0,2 Story,2,Frame Masonry Veneer,4358,4,5.5,2317,2317,0,2,876,720,717623,752550,717623,752550,RS,6697,Yes,Yes,Yes,Yes,1,No,19,1674.25,544100
532470039,RS,180,111,111,783,7807,Average,Average,5,0,Ranch 1 Story,1,Frame Masonry Veneer,1832,3,3.5,1812,1812,0,2,650,368,327141,342104,327141,342104,RS,3624,Yes,Yes,Yes,Yes,1,No,19,1208,296900
532520003,RS,140,111,111,711,7101,Average,Above Average,6,0.65,Ranch 1 Story,1,Frame Masonry Veneer,1829,3,2,1829,0,1829,1,624,1224,280118,300170,280118,300170,RS,3658,Yes,Yes,Yes,No,0,Yes,20,1219.3333333333333,194300
532520003,RS,140,111,111,711,7101,Average,Above Average,6,0.65,Ranch 1 Story,1,Frame Masonry Veneer,1829,3,2,1829,0,1829,1,624,1224,280118,300170,280118,300170,RS,3658,Yes,Yes,Yes,No,0,Yes,20,1219.3333333333333,287300
532530148,RS,38,111,111,151,1507,Average,Average,5,0,2 Story,2,Frame Vinyl,1328,3,1.5,749,0,749,1,420,0,157151,163699,157151,163699,RS,2077,Yes,No,Yes,No,0,No,18,692.3333333333334,262400
532530148,RS,38,111,111,151,1507,Average,Average,5,0,2 Story,2,Frame Vinyl,1328,3,1.5,749,0,749,1,420,0,157151,163699,157151,163699,RS,2077,Yes,No,Yes,No,0,No,18,692.3333333333334,193400
532530155,RS,38,111,111,151,1507,Average,Above Average,5,0.6,Ranch 1 Story,1,Frame Vinyl,1096,3,3,1124,1012,112,1,400,0,185700,191839,185700,191839,RS,2220,Yes,No,Yes,No,0.900355871886121,Yes,18,740,223800
532530162,RS,38,111,111,151,1507,Average,Average,5,0,2 Story,2,Frame Vinyl,1328,3,3.5,749,712,37,1,420,0,187928,195758,187928,195758,RS,2077,Yes,No,Yes,No,0.9506008010680908,No,18,692.3333333333334,203200
532530166,RS,38,111,111,151,1507,Average,Average,5,0,Ranch 1 Story,1,Frame Vinyl,891,2,2.75,945,945,0,1,420,0,161587,168320,161587,168320,RS,1836,Yes,No,Yes,Yes,1,No,18,918,194000
532530174,RS,38,111,111,151,1507,Average,Above Average,3,0.3,2 Story,2,Frame Vinyl,1618,3,2.5,759,0,759,1,420,0,182945,186298,182945,186298,RS,2377,Yes,No,Yes,No,0,Yes,18,792.3333333333334,222827
532540003,RS,10,111,111,107,1053,Average,Above Average,5,0.5,Ranch 1 Story,1.5,Frame Stucco,2131,3,3.25,1459,1459,0,1,484,0,298101,309233,298101,309233,RS,3590,Yes,No,Yes,Yes,1,Yes,19,1196.6666666666667,380400
532540004,RS,10,111,111,107,1053,Average,Average,5,0,Ranch 1 Story,1,Frame Stucco,1568,3,3,1563,1563,0,1,647,0,259435,270516,259435,270516,RS,3126,Yes,No,Yes,Yes,1,No,19,1042,329100
532720007,RS,60,111,111,202,2006,Above Average,Average,3,0,2 Story,2,Frame Stucco,2890,4,4.25,1723,1688,35,1,798,0,488718,498876,488718,498876,RS,4613,Yes,No,Yes,No,0.97968659315148,No,14,1153.25,516600
532740005,RS,40,111,111,172,1702,Above Average,Average,4,0,Ranch 1 Story,1.5,Frame Stucco,4484,8,5.75,4840,4356,484,2,1299,1536,1054829,1097830,1054829,1097830,RS,9366,Yes,Yes,Yes,No,0.9,No,16,1170.75,1524400
532740006,RS,40,111,111,172,1702,Above Average,Average,5,0,2 Story,2,Frame Stucco,2903,4,5,1634,1552,82,1,816,0,487124,507671,487124,507671,RS,4537,Yes,No,Yes,No,0.9498164014687882,No,18,1134.25,488800
532740016,RS,40,111,111,172,1702,Above Average,Average,4,0,2 Story,2,Frame Stucco,3819,5,6.75,1767,1767,0,1,1004,0,626927,646564,626927,646564,RS,5586,Yes,No,Yes,Yes,1,No,17,1117.2,602100
532740047,RS,40,111,111,172,1702,Above Average,Average,5,0,2 Story,2,Frame Masonry Veneer,3958,5,5.5,4078,4078,0,2,1671,0,882140,918896,882140,918896,RS,8481,Yes,No,Yes,Yes,1,No,18,1696.2,1113100
532740050,RS,40,111,111,172,1702,Above Average,Average,5,0,2 Story,2,Frame Stucco,5193,4,8,2695,1347,1348,2,1545,0,816163,850420,816163,850420,RS,9000,Yes,No,Yes,No,0.4998144712430427,No,18,2250,983900
532740052,RS,40,111,111,172,1702,Above Average,Above Average,5,0.4,Ranch 1 Story,1.5,Frame Stucco,2812,3,5,2740,1370,1370,1,960,0,510207,529476,510207,529476,RS,5669,Yes,No,Yes,No,0.5,Yes,18,1889.6666666666667,670860
532780159,RS,70,111,111,308,3004,Above Average,Average,4,0,2 Story,2,Frame Stucco,2963,4,4.25,2647,2647,0,1,857,0,487597,502884,487597,502884,RS,5503,Yes,No,Yes,Yes,1,No,16,1375.75,552700
532800002,RS,Other,111,111,731,Other,Above Average,Average,3,0,2 Story,2,Frame Stucco,3862,4,6.75,1822,1822,0,2,433,0,602190,614663,602190,614663,RS,5684,Yes,No,Yes,Yes,1,No,14,1421,555000
532800023,RS,Other,111,111,731,Other,Above Average,Average,3,0,Ranch 1 Story,1.5,Frame Stucco,2936,3,5.5,2482,2482,0,2,944,0,580337,592385,580337,592385,RS,5418,Yes,No,Yes,Yes,1,No,15,1806,507600
532860005,RS,70,111,111,304,3014,Average,Average,4,0,Ranch 1 Story,1,Frame Vinyl,1366,3,2.75,1366,1229,137,1,529,0,224099,231277,224099,231277,RS,2732,Yes,No,Yes,No,0.8997071742313324,No,17,910.6666666666666,255200
533090015,RS,10,111,111,104,1021,Above Average,Average,2,0,Ranch 1 Story,1,Frame Stucco,1707,3,3,1707,1707,0,1,691,0,327573,334401,327573,334401,RS,3414,Yes,No,Yes,Yes,1,No,12,1138,346650
533090015,RS,10,111,111,104,1021,Above Average,Average,2,0,Ranch 1 Story,1,Frame Stucco,1707,3,3,1707,1707,0,1,691,0,327573,334401,327573,334401,RS,3414,Yes,No,Yes,Yes,1,No,12,1138,319900
533090023,RS,10,111,111,104,1021,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1947,2,3,1931,1931,0,1,756,0,366758,374447,366758,374447,RS,3878,Yes,No,Yes,Yes,1,No,15,1939,308200
533090027,RS,10,111,111,104,1021,Above Average,Average,1,0,Ranch 1 Story,1,Frame Stucco,1728,3,3,1719,1633,86,1,671,0,326022,329457,326022,329457,RS,3447,Yes,No,Yes,No,0.9499709133216987,No,11,1149,349200
533090030,RS,10,111,111,104,1021,Above Average,Average,2,0,2 Story,2,Frame Stucco,2572,3,3.25,1361,1293,68,1,719,0,370187,377885,370187,377885,RS,4216,Yes,No,Yes,No,0.9500367376928729,No,12,1405.3333333333333,383700
533090033,RS,10,111,111,104,1021,Above Average,Above Average,2,0.3,2 Story,2,Frame Stucco,2582,4,3.5,1146,1146,0,1,718,0,361769,368547,361769,368547,RS,3728,Yes,No,Yes,Yes,1,Yes,13,932,358500
533090034,RS,10,111,111,104,1021,Above Average,Average,2,0,Ranch 1 Story,1,Frame Stucco,1677,3,2.75,1702,1702,0,1,714,0,318591,325256,318591,325256,RS,3379,Yes,No,Yes,Yes,1,No,13,1126.3333333333333,364600
533090042,RS,10,111,111,104,1021,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1773,2,2,1773,0,1773,1,733,0,272798,278569,272798,278569,RS,3546,Yes,No,Yes,No,0,No,15,1773,386400
533090045,RS,10,111,111,104,1021,Above Average,Average,NA,0.2,Ranch 1 Story,1,Frame Stucco,1858,3,3.5,1938,1744,194,1,702,0,343290,361400,343290,361400,RS,3796,Yes,No,Yes,No,0.8998968008255934,Yes,10,1265.3333333333333,357300
533090046,RS,10,111,111,104,1021,Above Average,Average,2,0,2 Story,2,Frame Stucco,2565,4,3.5,1259,1259,0,1,718,0,366789,374438,366789,374438,RS,3824,Yes,No,Yes,Yes,1,No,13,956,338800
533090056,RS,10,111,111,104,1021,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1692,3,3,1660,1660,0,1,462,0,315799,322244,315799,322244,RS,3352,Yes,No,Yes,Yes,1,No,15,1117.3333333333333,321100
533090059,RS,10,111,111,104,1021,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1696,3,3,1692,1692,0,1,462,0,317629,324111,317629,324111,RS,3388,Yes,No,Yes,Yes,1,No,14,1129.3333333333333,287600
533090068,RS,10,111,111,104,1021,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1662,3,3,1646,1646,0,1,805,0,321899,328652,321899,328652,RS,3370,Yes,No,Yes,Yes,1,No,14,1123.3333333333333,396200
533090074,RS,10,111,111,104,1021,Above Average,Average,2,0,Ranch 1 Story,1,Frame Stucco,1414,2,2.75,1382,1382,0,2,400,0,285423,291391,285423,291391,RS,2796,Yes,No,Yes,Yes,1,No,12,1398,326100
533090087,RS,10,111,111,104,1021,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1728,3,3,1692,1500,192,1,462,0,313848,320253,313848,320253,RS,3420,Yes,No,Yes,No,0.8865248226950354,No,14,1140,251900
533090107,RS,10,111,111,104,1021,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1554,1,2,1533,0,1533,1,496,0,237513,242360,237513,242360,RS,3087,Yes,No,Yes,No,0,No,14,3087,264800
533090123,RS,10,111,111,104,1021,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,2238,3,3.5,2222,555,1667,1,792,0,358371,365685,358371,365685,RS,4476,Yes,No,Yes,No,0.24977497749774977,No,14,1492,487000
533090138,RS,10,111,111,104,1021,Above Average,Average,3,0,Ranch 1 Story,1.5,Frame Stucco,2327,2,2.5,2286,2005,281,1,748,0,408767,417109,408767,417109,RS,4613,Yes,No,Yes,No,0.8770778652668416,No,15,2306.5,388700
533090141,RS,10,111,111,104,1021,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,2049,2,4,2049,2049,0,1,748,0,386954,394851,386954,394851,RS,4098,Yes,No,Yes,Yes,1,No,14,2049,359900
533090143,RSOB,10,111,111,104,1021,Above Average,Average,8,0,2 Story,2,Frame Masonry Veneer,4471,5,5.25,3211,3010,201,2,1106,1240,713117,761717,713117,761717,RSOB,7682,Yes,Yes,Yes,No,0.9374026782933665,No,25,1536.4,606335
533090156,RS,10,111,111,104,1021,Above Average,Average,2,0,2 Story,2,Frame Stucco,2694,4,3.5,1277,1285,-8,1,738,0,377023,384860,377023,384860,RS,3971,Yes,No,Yes,No,1.0062646828504307,No,12,992.75,393100
533150033,RS,Other,111,111,731,Other,Above Average,Average,2,0,Ranch 1 Story,1,Frame Stucco,3486,1,4.25,4825,4825,0,2,1764,0,929783,948921,929783,948921,RS,8311,Yes,No,Yes,Yes,1,No,13,8311,923200
533230001,RS,90,111,111,503,5009,Average,Above Average,24,0.7,Split Level,1,Frame Vinyl,1240,3,1.5,1196,1136,60,1,644,0,169284,214757,169284,214757,RS,2436,Yes,No,Yes,No,0.9498327759197325,Yes,56,812,184000
533230005,RS,90,111,111,510,Other,Above Average,Average,NA,0,2 Story,0,Frame Stucco,3034,4,3.5,1303,1250,53,1,962,0,383668,412546,383668,412546,RS,4119,Yes,No,Yes,No,0.9593246354566385,No,10,1029.75,478400
533290009,RS,60,111,111,202,2006,Above Average,Average,3,0,2 Story,2,Frame Stucco,2864,4,4.25,2324,0,2324,1,786,0,420835,429628,420835,429628,RS,5188,Yes,No,Yes,No,0,No,15,1297,260300
533290011,RS,60,111,111,202,2006,Above Average,Average,3,0,2 Story,2,Frame Stucco,3135,5,4.25,1781,1781,0,2,805,0,517155,527913,517155,527913,RS,4970,Yes,No,Yes,Yes,1,No,15,994,453400
533310078,RS,Other,111,111,731,Other,Above Average,Average,3,0,Ranch 1 Story,1,Frame Siding,2687,3,3.25,2751,2613,138,2,807,0,482216,492261,482216,492261,RS,5438,Yes,No,Yes,No,0.9498364231188658,No,15,1812.6666666666667,394600
533310096,RSOB,Other,111,111,731,Other,Above Average,Average,NA,0,Ranch 1 Story,1,Frame Stucco,2541,3,4.25,2766,2766,0,1,1122,0,473435,493161,473435,493161,RSOB,5217,Yes,No,Yes,Yes,1,No,7,1739,567600
533310107,RS,Other,111,111,731,Other,Above Average,Average,3,0,Ranch 1 Story,1.5,Frame Stucco,3551,3,4.75,3614,3614,0,2,1037,0,739048,754682,739048,754682,RS,7167,Yes,No,Yes,Yes,1,No,14,2389,628200
533360003,RS,60,111,111,202,2006,Above Average,Average,NA,0,Ranch 1 Story,0,Frame Stucco,2266,2,4,2579,2579,0,2,1372,0,446211,469696,446211,469696,RS,4845,Yes,No,Yes,Yes,1,No,8,2422.5,449300
533470040,RS,60,111,111,202,2006,Above Average,Average,3,0,Ranch 1 Story,1.5,Frame Stucco,2355,3,3.25,1743,1743,0,1,644,0,391109,399274,391109,399274,RS,4062,Yes,No,Yes,Yes,1,No,14,1354,341500
533530003,RS,10,111,111,113,1045,Average,Average,7,0,Ranch 1 Story,1,Frame Stucco,1762,3,3,1388,1388,0,1,771,0,274952,292502,274952,292502,RS,3244,Yes,No,Yes,Yes,1,No,9,1081.3333333333333,312100
533530015,RS,10,111,111,113,1045,Above Average,Average,NA,0,Ranch 1 Story,1,Frame Siding,1932,3,3.5,2074,2074,0,2,910,0,371828,391398,371828,391398,RS,4006,Yes,No,Yes,Yes,1,No,8,1335.3333333333333,366317
533530019,RS,10,111,111,113,1045,Above Average,Above Average,3,0.3,Ranch 1 Story,1,Frame Stucco,2013,3,2.5,1764,0,1764,1,759,0,301283,306810,301283,306810,RS,3760,Yes,No,Yes,No,0,Yes,15,1253.3333333333333,302500
533530020,RS,10,111,111,113,1045,Above Average,Average,3,0,2 Story,2,Frame Stucco,3803,8,5.5,1712,1712,0,1,993,0,504533,514830,504533,514830,RS,5515,Yes,No,Yes,Yes,1,No,15,689.375,414200
533590023,RS,10,111,111,113,1045,Above Average,Average,3,0,2 Story,2,Frame Stucco,2415,4,3.5,1713,1713,0,1,1006,0,386197,394079,400571,410050,RS,4128,Yes,No,Yes,Yes,1,No,14,1032,542000
533590028,RS,10,111,111,113,1045,Above Average,Average,NA,0,2 Story,2,Frame Stucco,2954,5,4.25,1848,1386,462,1,894,1296,571974,592279,571974,592279,RS,6003,Yes,Yes,Yes,No,0.75,No,7,1200.6,445100
533590030,RS,10,111,111,113,1045,Above Average,Average,2,0,Ranch 1 Story,1,Frame Stucco,1918,3,3.5,1918,1918,0,1,1007,0,368999,376672,368999,376672,RS,4000,Yes,No,Yes,Yes,1,No,12,1333.3333333333333,324000
533590040,RS,10,111,111,113,1045,Above Average,Average,2,0,2 Story,2,Frame Stucco,3244,5,4.5,1876,1876,0,2,1031,0,472426,482067,472426,482067,RS,5860,Yes,No,Yes,Yes,1,No,13,1172,493000
533600001,RS,110,111,111,610,6027,Average,Average,3,0,2 Story,2,Frame Stucco,2129,4,2.5,0,0,0,1,506,0,203544,207882,203544,207882,RS,2130,Yes,No,No,No,0,No,14,532.5,296300
533600012,RS,110,111,111,610,6027,Average,Average,3,0,2 Story,2,Frame Stucco,2060,4,2.5,0,0,0,1,792,0,213729,218275,213729,218275,RS,2060,Yes,No,No,No,0,No,14,515,285400
533600025,RS,110,111,111,610,6027,Average,Average,3,0,2 Story,2,Frame Stucco,2016,4,2.5,0,0,0,1,560,0,199410,203663,199410,203663,RS,2016,Yes,No,No,No,0,No,14,504,267100
533740005,RSOB,140,111,111,715,Other,Above Average,Average,3,0,1½ Story Fin,1.5,Frame Masonry Veneer,4065,3,6.25,4862,4375,487,2,1598,2760,1085501,1126180,1085501,1126180,RSOB,8927,Yes,Yes,Yes,No,0.8998354586589881,No,14,2975.6666666666665,839600
533740021,RSOB,140,111,111,715,Other,Above Average,Average,3,0,2 Story,2,Frame Stucco,4308,5,8,4456,4000,456,1,1585,0,805122,821737,805122,821737,RSOB,8764,Yes,No,Yes,No,0.8976660682226212,No,14,1752.8,501620
533740025,RSOB,140,111,111,715,Other,Above Average,Above Average,2,0.75,Ranch 1 Story,1.5,Frame Stucco,4539,3,6.25,6151,6037,114,2,1472,0,1129026,1144748,1129026,1144748,RSOB,11294,Yes,No,Yes,No,0.9814664282230532,Yes,14,3764.6666666666665,2091800
533740025,RSOB,140,111,111,715,Other,Above Average,Above Average,2,0.75,Ranch 1 Story,1.5,Frame Stucco,4539,3,6.25,6151,6037,114,2,1472,0,1129026,1144748,1129026,1144748,RSOB,6116,Yes,No,Yes,No,0.9814664282230532,Yes,14,2038.6666666666667,631800
533740030,RSOB,140,111,111,715,Other,Above Average,Average,3,0,2 Story,2,Frame Stucco,3533,3,6.25,2781,2781,0,1,1306,0,684384,698535,684384,698535,RSOB,6350,Yes,No,Yes,Yes,1,No,14,2116.6666666666665,659600
533740042,RSOB,140,111,111,715,Other,Above Average,Average,NA,0,2 Story,0,Frame Stucco,4364,6,6.75,2482,2350,132,2,902,1558,698549,743137,698549,743137,RSOB,6846,Yes,Yes,Yes,No,0.9468170829975826,No,9,1141,573900
533760005,RS,10,111,111,105,1007,Average,Average,1,0,Ranch 1 Story,1,Frame Stucco,1728,2,2,0,0,0,1,617,0,193104,195055,193104,195055,RS,1830,Yes,No,No,No,0,No,11,915,247800
533760005,RS,10,111,111,105,1007,Average,Average,1,0,Ranch 1 Story,1,Frame Stucco,1728,2,2,0,0,0,1,617,0,193104,195055,193104,195055,RS,1830,Yes,No,No,No,0,No,11,915,147800
533760006,RS,10,111,111,105,1007,Average,Average,NA,0,Ranch 1 Story,0,Frame Stucco,2120,3,2,2120,0,2120,1,815,0,265556,270976,265556,270976,RS,4240,Yes,No,Yes,No,0,No,5,1413.3333333333333,295500
533790011,RS,45,111,111,185,1826,Above Average,Average,NA,0,Ranch 1 Story,1,Frame Stucco,3275,4,5.5,2491,2491,0,1,1042,0,586725,617605,586725,617605,RS,5865,Yes,No,Yes,Yes,1,No,8,1466.25,574000
533790017,RS,45,111,111,185,1826,Above Average,Average,NA,0,1½ Story Fin,1,Frame Stucco,3533,4,3,2564,0,2564,1,993,0,448199,471788,448199,471788,RS,6285,Yes,No,Yes,No,0,No,8,1571.25,665950
533790018,RSOB,45,111,111,185,1826,Above Average,Average,NA,0,2 Story,2,Frame Stucco,6526,5,8,3278,3278,0,2,1578,0,1275269,1328405,1275269,1328405,RSOB,10324,Yes,No,Yes,Yes,1,No,8,2064.8,1982600
534070208,RS,10,111,111,104,1019,Average,Average,1,0,Ranch 1 Story,0,Frame Stucco,1602,3,3,1668,1588,80,1,462,0,264844,267661,264844,267661,RS,3270,Yes,No,Yes,No,0.9520383693045563,No,11,1090,265000
534070210,RS,10,111,111,104,1019,Average,Average,2,0,Ranch 1 Story,1,Frame Stucco,1698,3,3,1682,1682,0,1,462,0,273343,279064,273343,279064,RS,3414,Yes,No,Yes,Yes,1,No,12,1138,321800
534070214,RS,10,111,111,104,1019,Average,Average,2,0,Ranch 1 Story,1,Frame Stucco,2036,3,3,2036,2036,0,1,689,0,323375,330117,323375,330117,RS,4072,Yes,No,Yes,Yes,1,No,12,1357.3333333333333,365300
534070218,RS,10,111,111,104,1019,Average,Average,2,0,Ranch 1 Story,1,Frame Stucco,1540,3,3,1626,1382,244,1,462,0,250364,255616,250364,255616,RS,3214,Yes,No,Yes,No,0.8499384993849939,No,12,1071.3333333333333,251600
534070218,RS,10,111,111,104,1019,Average,Average,2,0,Ranch 1 Story,1,Frame Stucco,1540,3,3,1626,1382,244,1,462,0,250364,255616,250364,255616,RS,3214,Yes,No,Yes,No,0.8499384993849939,No,12,1071.3333333333333,269600
534070224,RS,10,111,111,104,1019,Average,Above Average,NA,0.5,2 Story,2,Frame Stucco,2424,4,3.25,1040,988,52,1,480,0,281012,288878,281012,288878,RS,3464,Yes,No,Yes,No,0.95,Yes,10,866,308250
534260001,RS,10,111,111,102,1004,Above Average,Average,NA,0,2 Story,0,Frame Stucco,3867,4,5.5,2482,2482,0,2,888,0,684724,720762,684724,720762,RS,6154,Yes,No,Yes,Yes,1,No,8,1538.5,1192500
534260004,RS,10,111,111,102,1004,Above Average,Average,NA,0,2 Story,0,Frame Stucco,3253,4,4.25,1994,1994,0,1,964,0,536009,564220,536009,564220,RS,5247,Yes,No,Yes,Yes,1,No,8,1311.75,607000
534260004,RS,10,111,111,102,1004,Above Average,Average,NA,0,2 Story,0,Frame Stucco,3253,4,4.25,1994,1994,0,1,964,0,536009,564220,536009,564220,RS,5272,Yes,No,Yes,Yes,1,No,8,1318,602000
534260005,RS,10,111,111,102,1004,Above Average,Average,NA,0,2 Story,2,Frame Stucco,3768,3,5.5,3064,3064,0,1,808,0,640732,674341,640732,674341,RS,6832,Yes,No,Yes,Yes,1,No,8,2277.3333333333335,715100
534260007,RS,10,111,111,102,1004,Above Average,Average,NA,0,2 Story,0,Frame Stucco,3409,4,3.5,1989,0,1989,1,756,0,456776,461390,456776,461390,RS,5147,Yes,No,Yes,No,0,No,3,1286.75,685300
534260017,RS,10,111,111,102,1004,Above Average,Average,NA,0,2 Story,2,Frame Hardboard,3378,5,2.75,1720,0,1720,1,814,0,427382,440600,427382,440600,RS,5098,Yes,No,Yes,No,0,No,6,1019.6,521200
534260019,RS,10,111,111,102,1004,Above Average,Average,NA,0,2 Story,0,Frame Siding,3326,4,3.75,1996,0,1996,1,986,0,492679,507916,492679,507916,RS,5387,Yes,No,Yes,No,0,No,6,1346.75,628000
