PROP_TYPE,TX_DIST,PT,SPT,N_GRP,LEA,IMPQUALITY,IMPCONDITIONTYPE,EFFAGE,REMODPCT,BLTASDESCRIPTION,BLTASSTORIES,IMPEXTERIOR,BLTASSF,BEDRMCNT,TOT_BATH,BSMT_TOTAL,BSMT_FIN,BSMT_UNFIN,KITCHENS,ATTGAR,DETGAR,RES_RCNLD,RES_COSTRCN,TOT_RCNLD,TOT_RCN,NEW_PT,HAS_ATTGAR,HAS_DETGAR,HAS_BSMT,BSMT_ISFIN,BSMT_PCTCOMP,IS_REMOD,ACTUAL_AGE,SF_ROOM,ACCOUNTNO,MLS_TOTAL_SQFT,IMPROVED
RS,60,111,111,201,2017,Average,Above Average,28,0.7,Ranch 1 Story,1,Frame Masonry Veneer,1456,5,2,1456,1237,219,1,0,1104,187055,272958,187055,272958,RS,No,Yes,Yes,No,0.8495879120879121,Yes,64,582.4,020400002,2912,165900
RS,60,111,111,201,2017,Below Average,Average,39,0,Ranch 1 Story,1,Frame Vinyl,1174,2,1,180,0,180,1,540,0,45660,117078,45660,117078,RS,Yes,No,Yes,No,0,No,86,686.5,020400025,1373,84700
RS,60,111,111,201,2017,Average,Average,36,0,Ranch 1 Story,1,Frame Vinyl,900,2,1.75,900,450,450,1,0,520,82013,166284,82013,166284,RS,No,Yes,Yes,No,0.5,No,81,900,020410001,1800,68150
RS,60,111,111,201,2017,Average,Above Average,26,0.8,2 Story,2,Masonry Common Brick,2190,4,1.75,352,262,90,1,0,0,192797,240996,192797,240996,RS,No,No,Yes,No,0.7443181818181818,Yes,126,652.75,020410016,2611,274500
RS,60,111,111,201,2017,Average,Average,25,0,Ranch 1 Story,1,Frame Masonry Veneer,1323,3,1.5,0,0,0,1,0,0,119610,163850,119610,163850,RS,No,No,No,No,0,No,59,441,020420002,1323,152000
RS,60,111,111,201,2017,Average,Above Average,21,0.7,Ranch 1 Story,1,Frame Vinyl,1478,3,1,0,0,0,1,0,0,124327,150882,124327,150882,RS,No,No,No,No,0,Yes,71,492.6666666666667,020420003,1478,166700
RS,60,111,111,201,2017,Average,Above Average,30,0.5,Ranch 1 Story,1,Frame Masonry Veneer,1015,4,2,1015,913,102,1,0,720,121672,195299,121672,195299,RS,No,Yes,Yes,No,0.8995073891625616,Yes,69,507.5,020420007,2030,169300
RS,60,111,111,201,2017,Average,Above Average,25,0.7,Ranch 1 Story,1,Frame Masonry Veneer,1369,5,1.75,1369,1369,0,1,0,480,197047,252946,198342,259423,RS,No,Yes,Yes,Yes,1,Yes,76,547.6,020430002,2738,202200
RS,60,111,111,201,2017,Below Average,Above Average,13,0.8,Ranch 1 Story,1,Frame Vinyl,747,2,1,150,0,150,1,340,0,75702,86025,75702,86025,RS,Yes,No,Yes,No,0,Yes,68,448.5,020430013,897,101600
RS,60,111,111,201,2017,Average,Average,44,0.05,Ranch 1 Story,1,Frame Masonry Veneer,1140,2,1.75,780,702,78,1,0,0,68925,181381,68925,181381,RS,No,No,Yes,No,0.9,Yes,101,1311,020430038,2622,135100
RS,60,111,111,201,2017,Average,Average,35,0.05,Ranch 1 Story,1,Frame Masonry Veneer,951,2,1,324,162,162,1,0,0,74901,136183,74901,136183,RS,No,No,Yes,No,0.5,Yes,78,629.5,020450014,1259,141028
RS,60,111,111,201,2017,Average,Above Average,32,0.8,Ranch 1 Story,1,Frame Vinyl,1456,4,1,216,0,216,1,0,0,111393,164754,111393,164754,RS,No,No,Yes,No,0,Yes,132,418,020460006,1672,82401
RS,60,111,111,201,2017,Average,Average,44,0.05,Ranch 1 Story,1,Frame Masonry Veneer,2488,4,1,228,0,228,1,0,400,100948,279038,100948,279038,RS,No,Yes,Yes,No,0,Yes,117,722,020460010,2888,196000
RS,60,111,111,201,2017,Average,Above Average,40,0.65,2 Story,2,Frame Stucco,1964,2,2,336,0,336,1,0,0,105252,187950,105252,187950,RS,No,No,Yes,No,0,Yes,110,1150,020470036,2300,179200
RS,60,111,111,201,2017,Average,Above Average,29,0.7,Ranch 1 Story,1,Frame Masonry Veneer,1120,2,1,448,314,134,1,0,280,112429,163608,112429,163608,RS,No,Yes,Yes,No,0.7008928571428571,Yes,74,784,020480005,1568,117500
RS,60,111,111,201,2017,Average,Average,27,0,Ranch 1 Story,1,Frame Masonry Veneer,1232,2,1.75,1232,1047,185,1,392,0,149437,216575,149437,216575,RS,Yes,No,Yes,No,0.8498376623376623,No,63,1232,020480012,2464,169300
RS,60,111,111,201,2017,Below Average,Average,31,0,Ranch 1 Story,1,Frame Aluminum,768,2,1,0,0,0,1,0,0,39284,72748,39284,72748,RS,No,No,No,No,0,No,70,384,020480020,768,87600
RS,60,111,111,201,2017,Average,Above Average,23,0.8,Ranch 1 Story,1,Frame Vinyl,1136,3,2,520,114,406,1,0,240,121982,155094,121982,155094,RS,No,Yes,Yes,No,0.21923076923076923,Yes,94,574.3333333333334,020480021,1723,117900
RS,60,111,111,201,2017,Average,Above Average,43,0.3,Ranch 1 Story,1,Frame Masonry Veneer,1120,5,2,1120,896,224,2,0,0,87690,190630,87690,190630,RS,No,No,Yes,No,0.8,Yes,94,448,020480024,2240,184850
RS,60,111,111,201,2017,Below Average,Above Average,32,0.65,Ranch 1 Story,1,Frame Vinyl,812,4,1,812,730,82,1,0,676,81300,138145,82179,142538,RS,No,Yes,Yes,No,0.8990147783251231,Yes,92,406,020490005,1624,157000
RS,60,111,111,201,2017,Below Average,Above Average,32,0.65,Ranch 1 Story,1,Frame Vinyl,812,4,1,812,730,82,1,0,676,81300,138145,82179,142538,RS,No,Yes,Yes,No,0.8990147783251231,Yes,92,406,020490005,1624,91000
RS,60,111,111,201,2017,Below Average,Above Average,44,0.7,Ranch 1 Story,1,Frame Vinyl,1078,5,1,0,0,0,1,0,0,42228,94260,42228,94260,RS,No,No,No,No,0,Yes,146,286,020500008,1430,98200
RS,60,111,111,201,2017,Average,Above Average,24,0.9,Ranch 1 Story,1,Frame Masonry Veneer,1532,3,1.75,1148,1033,115,1,552,0,199949,244437,209696,254184,RS,Yes,No,Yes,No,0.8998257839721254,Yes,56,898.6666666666666,020500010,2696,160700
RS,60,111,111,201,2017,Average,Average,35,0,Ranch 1 Story,1,Frame Masonry Veneer,1236,2,1.5,400,0,400,1,0,308,92712,176476,92712,176476,RS,No,Yes,Yes,No,0,No,78,818,020520005,1636,94000
RS,60,111,111,201,2017,Above Average,Average,27,0,Ranch 1 Story,1,Frame Masonry Veneer,3186,3,1.75,0,0,0,1,1175,0,272846,395429,272846,395429,RS,Yes,No,No,No,0,No,63,1062,020530001,3186,231500
RS,60,111,111,201,2017,Average,Above Average,24,0.7,Ranch 1 Story,1,Frame Masonry Veneer,890,3,1.75,450,405,45,1,0,360,118456,153773,118456,153773,RS,No,Yes,Yes,No,0.9,Yes,78,469.3333333333333,020530004,1408,158100
RS,60,111,111,201,2017,Below Average,Average,36,0,Ranch 1 Story,1,Frame Vinyl,1270,5,1,980,735,245,1,756,308,79162,182440,79162,182440,RS,Yes,Yes,Yes,No,0.75,No,80,508,020530017,2540,187800
RS,60,111,111,201,2020,Below Average,Average,32,0,Ranch 1 Story,1,Frame Vinyl,734,2,1,0,0,0,1,0,0,36544,68951,42353,97994,RS,No,No,No,No,0,No,73,360,020550020,720,71800
RS,60,111,111,201,2020,Below Average,Above Average,31,0.75,Ranch 1 Story,1,Frame Vinyl,1311,2,2,0,0,0,1,0,0,72986,115484,72986,115484,RS,No,No,No,No,0,Yes,121,650,020550027,1300,172500
RS,60,111,111,201,2020,Average,Average,20,0,Ranch 1 Story,1,Frame Vinyl,1274,3,2,1080,1080,0,1,0,0,155440,196759,155440,196759,RS,No,No,Yes,Yes,1,No,48,720,020560020,2160,165195
RS,60,111,111,201,2020,Average,Above Average,28,0.7,Ranch 1 Story,1,Frame Vinyl,883,4,1,883,883,0,1,0,0,108448,147348,108448,147348,RS,No,No,Yes,Yes,1,Yes,92,479.5,020570001,1918,181000
RS,60,111,111,201,2020,Below Average,Above Average,10,0.5,Ranch 1 Story,1,Frame Vinyl,1254,3,1,0,0,0,1,0,200,102764,117445,102764,117445,RS,No,Yes,No,No,0,Yes,73,418,020570003,1254,116300
RS,60,111,111,201,2020,Below Average,Above Average,28,0.7,Ranch 1 Story,1,Frame Masonry Veneer,1248,4,1,274,205,69,1,0,0,95982,139509,95982,139509,RS,No,No,Yes,No,0.7481751824817519,Yes,65,296.5,020570011,1186,120000
RS,60,111,111,201,2020,Average,Average,25,0.8,Ranch 1 Story,1,Frame Vinyl,756,3,1,0,0,0,1,216,192,73108,101624,73108,101624,RS,Yes,Yes,No,No,0,Yes,101,252,020570013,756,118600
RS,60,111,111,201,2020,Average,Above Average,24,0.7,Ranch 1 Story,1,Frame Vinyl,636,1,1,0,0,0,1,0,0,56660,71540,56660,71540,RS,No,No,No,No,0,Yes,73,636,020580012,636,93000
RS,60,111,111,201,2020,Below Average,Above Average,21,0.7,Ranch 1 Story,1,Frame Masonry Veneer,1725,3,1.75,0,0,0,1,0,300,137491,177848,137491,177848,RS,No,Yes,No,No,0,Yes,71,609,020590003,1827,182900
RS,60,111,111,201,2017,Above Average,Above Average,25,0.8,Ranch 1 Story,1.5,Frame Masonry Veneer,2042,4,2,852,0,852,1,0,280,230780,293912,230780,293912,RS,No,Yes,Yes,No,0,Yes,120,818,020600001,3272,226700
RS,60,111,111,201,2017,Average,Above Average,33,0.6,Ranch 1 Story,1,Frame Vinyl,1044,3,2.25,0,0,0,1,0,0,77168,116217,77168,116217,RS,No,No,No,No,0,Yes,75,348,020610017,1044,108000
RS,60,111,111,201,2017,Average,Average,14,0,Ranch 1 Story,1,Frame Vinyl,1316,3,2.5,1296,1296,0,2,693,0,199660,229494,199660,229494,RS,Yes,No,Yes,Yes,1,No,36,900,020610022,2700,197800
RS,60,111,111,201,2017,Average,Average,11,0,Split Level,2,Frame Vinyl,1216,2,1.75,456,342,114,1,456,0,141162,156847,141162,156847,RS,Yes,No,Yes,No,0.75,No,30,848.5,020610024,1697,161400
RS,60,111,111,201,2017,Below Average,Above Average,21,0.8,Ranch 1 Story,1,Frame Vinyl,720,4,1,168,0,168,1,0,0,67900,83007,67900,83007,RS,No,No,Yes,No,0,Yes,91,252,020610025,1008,130700
RS,60,111,111,201,2017,Average,Average,24,0,Ranch 1 Story,1,Frame Masonry Veneer,1440,4,1.75,1440,1152,288,1,704,0,184692,249584,184692,249584,RS,Yes,No,Yes,No,0.8,No,56,720,020610029,2880,153800
RS,60,111,111,201,2017,Average,Average,10,0,Split Level,2,Frame Vinyl,1476,3,2.25,0,0,0,1,420,0,144605,158907,144605,158907,RS,Yes,No,No,No,0,No,28,492,020620040,1476,195800
RS,60,111,111,201,2017,Average,Average,29,0,Ranch 1 Story,1,Frame Masonry Veneer,1788,3,1.5,0,0,0,1,0,0,138351,209622,138351,209622,RS,No,No,No,No,0,No,67,596,020640014,1788,131400
RS,60,111,111,201,2020,Average,Above Average,25,0.7,Ranch 1 Story,1,Frame Masonry Veneer,1392,5,3,1392,1252,140,1,0,0,191881,244746,191881,244746,RS,No,No,Yes,No,0.8994252873563219,Yes,59,556.8,020660010,2784,206500
RS,60,111,111,201,2020,Average,Average,25,0,Ranch 1 Story,1,Frame Masonry Veneer,1623,3,1.75,0,0,0,1,744,0,141602,193976,141602,193976,RS,Yes,No,No,No,0,No,58,541,020670008,1623,142500
RS,60,111,111,201,2020,Average,Above Average,11,0.9,Ranch 1 Story,1,Frame Siding,1008,2,3,1008,1008,0,2,0,364,172834,189883,172834,189883,RS,No,Yes,Yes,Yes,1,Yes,76,1008,020670011,2016,171200
RS,60,111,111,201,2020,Below Average,Average,36,0,Ranch 1 Story,1,Frame Stucco,384,1,0.75,0,0,0,1,0,320,24865,52516,26211,56154,RS,No,Yes,No,No,0,No,81,384,020670013,384,-8400
RS,60,111,111,201,2020,Below Average,Above Average,34,0.5,Ranch 1 Story,1,Frame Vinyl,1336,2,1,384,384,0,1,0,0,72869,134693,72869,134693,RS,No,No,Yes,Yes,1,Yes,77,840,020680003,1680,166700
RS,60,111,111,201,2020,Average,Average,21,0,Ranch 1 Story,1,Frame Vinyl,1412,4,2.5,912,866,46,1,0,528,164757,211226,164757,211226,RS,No,Yes,Yes,No,0.9495614035087719,No,51,594.25,020680009,2377,200200
RS,60,111,111,201,2020,Average,Average,21,0,Ranch 1 Story,1,Frame Vinyl,1110,5,2,960,720,240,2,288,0,143661,184181,143661,184181,RS,Yes,No,Yes,No,0.75,No,51,414,020690002,2070,191000
RS,70,111,111,301,3016,Below Average,Above Average,32,0.5,Split Level,1,Frame Vinyl,1560,3,3,448,448,0,1,392,0,95652,165775,95652,165775,RS,Yes,No,Yes,Yes,1,Yes,72,648.3333333333334,030050015,1945,166900
RS,70,111,111,301,3016,Below Average,Above Average,28,0.7,Ranch 1 Story,1,Frame Stucco,1034,3,1,0,0,0,1,0,280,66789,104489,66789,104489,RS,No,Yes,No,No,0,Yes,73,366.6666666666667,030060005,1100,128100
RS,70,111,111,301,3016,Below Average,Above Average,26,0.6,Ranch 1 Story,1,Frame Masonry Veneer,1592,2,1.75,620,620,0,1,0,0,134501,186807,134501,186807,RS,No,No,Yes,Yes,1,Yes,66,1082,030090008,2164,174100
RS,70,111,111,301,3016,Average,Average,44,0,2 Story,2,Frame Masonry Veneer,1548,4,1.75,900,540,360,1,0,0,78648,206968,78648,206968,RS,No,No,Yes,No,0.6,No,107,612,030110016,2448,108400
RS,70,111,111,301,3016,Average,Average,28,0,Bi Level 1 Story,1,Frame Masonry Veneer,1560,4,2.25,1560,1123,437,1,0,1268,166893,273822,166893,273822,RS,No,Yes,Yes,No,0.7198717948717949,No,64,533.25,030110019,2133,130600
RS,70,111,111,301,3016,Below Average,Average,33,0,Ranch 1 Story,1,Frame Vinyl,692,3,2.25,692,588,104,1,0,0,57438,112623,57438,112623,RS,No,No,Yes,No,0.8497109826589595,No,74,426.6666666666667,030120013,1280,56500
RS,70,111,111,301,3016,Average,Average,34,0,Ranch 1 Story,1,Frame Vinyl,1607,2,2.5,714,680,34,1,0,525,137128,230565,137128,230565,RS,No,Yes,Yes,No,0.9523809523809523,No,77,1155,030120037,2310,156200
RS,70,111,111,301,3016,Below Average,Average,35,0,Ranch 1 Story,1,Frame Vinyl,1030,5,1.75,507,482,25,2,0,0,59809,127254,61082,133618,RS,No,No,Yes,No,0.9506903353057199,No,78,349.8,030120054,1749,98300
RS,70,111,111,301,3016,Average,Above Average,39,0.65,Ranch 1 Story,1,Frame Masonry Veneer,1582,4,1,384,0,384,1,0,0,104496,181417,104496,181417,RS,No,No,Yes,No,0,Yes,105,500,030140043,2000,187100
RS,70,111,111,301,3016,Average,Average,10,0,Ranch 1 Story,1,Frame Stucco,1335,3,2,1335,0,1335,1,600,380,182987,201258,182987,201258,RS,Yes,Yes,Yes,No,0,No,29,889.3333333333334,030150018,2668,171800
RS,70,111,111,301,3016,Average,Above Average,9,0.65,Split Level,1,Frame Vinyl,1126,6,2.75,1050,1050,0,1,500,0,179995,192636,179995,192636,RS,Yes,No,Yes,Yes,1,Yes,27,362.6666666666667,030150019,2176,252600
RS,70,111,111,301,3016,Average,Average,30,0,Ranch 1 Story,1,Frame Vinyl,1160,3,1,1160,928,232,1,240,0,116025,181289,116025,181289,RS,Yes,No,Yes,No,0.8,No,68,773.3333333333334,030160009,2320,154700
RS,70,111,111,301,3016,Average,Average,21,0,Ranch 1 Story,1,Frame Vinyl,960,4,1.75,960,960,0,1,768,0,136883,175491,136883,175491,RS,Yes,No,Yes,Yes,1,No,51,487.5,030160013,1950,196100
RS,70,111,111,301,3016,Below Average,Average,20,0,Ranch 1 Story,1,Frame Vinyl,1050,2,2,525,525,0,1,0,0,94923,126564,94923,126564,RS,No,No,Yes,Yes,1,No,104,787.5,030160034,1575,109300
RS,70,111,111,301,3016,Average,Average,44,0,Ranch 1 Story,1,Frame Masonry Veneer,1252,3,1,312,0,312,1,0,1300,68995,202335,68995,202335,RS,No,Yes,Yes,No,0,No,157,506.3333333333333,030180009,1519,168600
RS,70,111,111,301,3016,Average,Average,26,0,Ranch 1 Story,1,Frame Masonry Veneer,1488,3,3,1488,1488,0,2,500,0,189703,267188,189703,267188,RS,Yes,No,Yes,Yes,1,No,61,1158.6666666666667,030190012,3476,194700
RS,70,111,111,301,3016,Below Average,Above Average,30,0.65,Ranch 1 Story,1,Frame Vinyl,1496,3,2,268,134,134,1,0,264,94522,152949,94522,152949,RS,No,Yes,Yes,No,0.5,Yes,81,586,030230006,1758,165700
RS,70,111,111,301,3016,Below Average,Above Average,30,0.65,Ranch 1 Story,1,Frame Vinyl,1496,3,2,268,134,134,1,0,264,94522,152949,94522,152949,RS,No,Yes,Yes,No,0.5,Yes,81,586,030230006,1758,108100
RS,70,111,111,301,3016,Below Average,Above Average,29,0.7,Ranch 1 Story,1,Frame Vinyl,1538,2,1,0,0,0,1,0,0,91643,136374,91643,136374,RS,No,No,No,No,0,Yes,98,769,030240017,1538,108800
RS,70,111,111,301,3016,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1464,3,3,1478,1404,74,2,600,0,255133,260544,255133,260544,RS,Yes,No,Yes,No,0.9499323410013532,No,15,1002.6666666666666,030250010,3008,309000
RS,70,111,111,301,3016,Average,Above Average,30,0.7,Ranch 1 Story,1,Frame Vinyl,1013,4,1.5,1013,912,101,1,312,0,120986,169938,120986,169938,RS,Yes,No,Yes,No,0.9002961500493584,Yes,88,506.5,030250017,2026,179300
RS,70,111,111,301,3016,Below Average,Average,31,0,Ranch 1 Story,1,Frame Vinyl,940,1,1.5,468,310,158,1,0,0,59739,110628,61916,121514,RS,No,No,Yes,No,0.6623931623931624,No,71,1408,030280004,1408,127100
RS,70,111,111,301,3016,Below Average,Average,32,0,Ranch 1 Story,1,Frame Vinyl,720,2,1,0,0,0,1,0,0,38713,73044,40079,78299,RS,No,No,No,No,0,No,73,360,030280015,720,61800
RS,70,111,111,301,3016,Below Average,Above Average,14,0.9,Ranch 1 Story,1,Frame Vinyl,1258,2,2,0,0,0,1,0,0,103314,116345,103314,116345,RS,No,No,No,No,0,Yes,87,629,030290014,1258,103100
RS,70,111,111,301,3016,Average,Average,8,0,2 Story,2,Frame Vinyl,2776,4,2.75,1216,0,1216,1,844,0,265199,285160,265199,285160,RS,Yes,No,Yes,No,0,No,24,1004,030290021,4016,359300
RS,70,111,111,301,3016,Average,Average,8,0,2 Story,2,Frame Vinyl,2776,4,2.75,1216,0,1216,1,844,0,265199,285160,265199,285160,RS,Yes,No,Yes,No,0,No,24,1004,030290021,4016,309300
RS,70,111,111,301,3016,Average,Average,9,0,Bi Level 1 Story,1,Frame Vinyl,1123,3,2.5,778,778,0,1,529,0,165426,180202,165426,180202,RS,Yes,No,Yes,Yes,1,No,26,633.6666666666666,030290026,1901,198400
RS,70,111,111,301,3016,Average,Average,19,0,Ranch 1 Story,1,Frame Masonry Veneer,1396,3,2.75,1396,1396,0,1,624,0,198546,248183,198546,248183,RS,Yes,No,Yes,Yes,1,No,47,930.6666666666666,030310002,2792,224000
RS,70,111,111,301,3016,Average,Average,29,0,Ranch 1 Story,1,Frame Masonry Veneer,1496,3,2.5,1496,1196,300,2,360,0,168130,254745,168130,254745,RS,Yes,No,Yes,No,0.7994652406417112,No,66,1000,030310019,3000,219100
RS,70,111,111,301,3016,Average,Average,16,0,Ranch 1 Story,1,Frame Vinyl,1011,2,2,975,926,49,1,0,0,137686,164745,137686,164745,RS,No,No,Yes,No,0.9497435897435897,No,40,993,030330015,1986,124105
RS,70,111,111,301,3016,Below Average,Average,44,0,Ranch 1 Story,1,Frame Vinyl,1204,2,1,0,0,0,1,0,400,44574,120193,44574,120193,RS,No,Yes,No,No,0,No,123,612.5,030350007,1225,149600
RS,70,111,111,301,3016,Below Average,Average,32,0,Ranch 1 Story,1,Frame Vinyl,910,1,1,910,455,455,1,0,0,64613,121912,64613,121912,RS,No,No,Yes,No,0.5,No,73,1820,030390022,1820,87250
RS,70,111,111,301,3016,Below Average,Average,36,0,Ranch 1 Story,1,Frame Vinyl,1404,3,1.5,0,0,0,1,0,0,59330,131844,59330,131844,RS,No,No,No,No,0,No,81,450,030390023,1350,77600
RS,70,111,111,301,3016,Below Average,Average,36,0,Ranch 1 Story,1,Frame Vinyl,1404,3,1.5,0,0,0,1,0,0,59330,131844,59330,131844,RS,No,No,No,No,0,No,81,450,030390023,1350,96600
RS,70,111,111,301,3016,Average,Average,44,0,2 Story,2,Frame Vinyl,1920,4,2,0,0,0,1,0,630,89597,205029,89597,205029,RS,No,Yes,No,No,0,No,120,480,030390024,1920,68500
RS,70,111,111,301,3016,Average,Average,21,0,Ranch 1 Story,1,Frame Vinyl,850,2,1,850,637,213,1,0,0,108309,140037,108309,140037,RS,No,No,Yes,No,0.7494117647058823,No,50,892,030400003,1784,148300
RS,70,111,111,301,3016,Below Average,Above Average,29,0.7,Ranch 1 Story,1,Frame Vinyl,728,4,1,728,728,0,1,0,720,88817,126153,88817,126153,RS,No,Yes,Yes,Yes,1,Yes,78,364,030400006,1456,141300
RS,70,111,111,301,3016,Below Average,Above Average,34,0.9,Ranch 1 Story,1,Frame Hardboard,740,3,1,0,0,0,1,340,0,51456,80025,51456,80025,RS,Yes,No,No,No,0,Yes,76,303.3333333333333,030410005,910,134400
RS,70,111,111,301,3016,Average,Above Average,18,0.75,Ranch 1 Story,1,Frame Masonry Veneer,1456,3,3.5,702,702,0,1,608,0,198697,234313,199323,237441,RS,Yes,No,Yes,Yes,1,Yes,76,808.3333333333334,030410010,2425,233000
RS,70,111,111,301,3016,Average,Average,10,0,Ranch 1 Story,1,Frame Vinyl,1054,2,1.75,1008,957,51,1,560,0,166475,182940,167303,186881,RS,Yes,No,Yes,No,0.9494047619047619,No,29,1031,030420015,2062,183900
RS,70,111,111,301,3016,Average,Above Average,12,0.8,Bi Level 1 Story,1,Frame Vinyl,996,3,1.75,936,842,94,1,0,0,151807,164471,151807,164471,RS,No,No,Yes,No,0.8995726495726496,Yes,50,638,030430001,1914,173600
RS,70,111,111,301,3016,Average,Average,30,0,Ranch 1 Story,1,Frame Masonry Veneer,840,3,1.5,840,756,84,1,280,0,100575,157148,100575,157148,RS,Yes,No,Yes,No,0.9,No,68,560,030460007,1680,141100
RS,70,111,111,301,3016,Below Average,Above Average,38,0.7,Ranch 1 Story,1,Frame Vinyl,918,2,1,0,0,0,1,0,0,48310,91497,48310,91497,RS,No,No,No,No,0,Yes,128,459,030460013,918,87400
RS,70,111,111,301,3016,Average,Average,13,0,Ranch 1 Story,1,Frame Masonry Veneer,2128,3,2.75,2128,2021,107,2,480,384,308392,359696,308392,359696,RS,Yes,Yes,Yes,No,0.9497180451127819,No,35,1418.6666666666667,030460021,4256,268900
RS,70,111,111,301,3016,Average,Average,4,0,Ranch 1 Story,1,Frame Vinyl,1770,3,2,0,0,0,1,572,0,192050,198237,192050,198237,RS,Yes,No,No,No,0,No,17,590,030470001,1770,186000
RS,70,111,111,301,3016,Average,Average,29,0,Ranch 1 Story,1,Frame Masonry Veneer,1234,2,1.75,1234,925,309,1,308,0,143225,217007,143225,217007,RS,Yes,No,Yes,No,0.7495948136142626,No,67,1234,030490003,2468,124200
RS,70,111,111,301,3016,Below Average,Above Average,24,0.75,Ranch 1 Story,1,Frame Vinyl,1068,2,1,320,320,0,1,0,0,89155,118557,89155,118557,RS,No,No,Yes,Yes,1,Yes,99,717.5,030490007,1435,158600
RS,70,111,111,301,3016,Average,Average,21,0,Ranch 1 Story,1,Frame Vinyl,888,3,1.75,888,799,89,2,0,0,120973,155093,127223,171985,RS,No,No,Yes,No,0.8997747747747747,No,51,592,030490008,1776,137100
RS,70,111,111,301,3016,Below Average,Above Average,24,0.8,Ranch 1 Story,1,Frame Vinyl,2145,2,2,0,0,0,1,0,0,128250,170545,128250,170545,RS,No,No,No,No,0,Yes,122,990,030490012,1980,180000
RS,70,111,111,301,3016,Below Average,Above Average,23,0.7,Ranch 1 Story,1,Frame Vinyl,831,2,2,831,789,42,1,0,0,95051,123764,105221,142598,RS,No,No,Yes,No,0.9494584837545126,Yes,70,831,030500007,1662,131300
RS,70,111,111,301,3016,Below Average,Above Average,28,0.7,Ranch 1 Story,1,Frame Vinyl,930,2,2,930,930,0,1,0,912,107828,163334,107828,163334,RS,No,Yes,Yes,Yes,1,Yes,77,991,030500015,1982,136700
RS,70,111,111,301,3016,Average,Average,33,0,2 Story,2,Frame Masonry Veneer,1346,4,2,860,860,0,1,0,0,113285,195319,117016,213974,RS,No,No,Yes,Yes,1,No,75,551.5,030540008,2206,127900
RS,70,111,111,301,3016,Below Average,Average,44,0,Ranch 1 Story,1,Frame Stucco,1583,4,2,0,0,0,2,0,734,51835,167214,51835,167214,RS,No,Yes,No,No,0,No,122,408.25,030540013,1633,60400
RS,70,111,111,301,3016,Average,Above Average,16,0.75,Ranch 1 Story,1,Frame Masonry Veneer,1272,3,1,1272,636,636,1,0,0,162474,186323,162474,186323,RS,No,No,Yes,No,0.5,Yes,67,848,030540023,2544,136700
RS,70,111,111,301,3016,Average,Above Average,24,0.65,Ranch 1 Story,1,Frame Masonry Veneer,1573,6,2.75,1573,1491,82,1,506,0,227518,287270,227518,287270,RS,Yes,No,Yes,No,0.9478703115066751,Yes,68,541.6666666666666,030540028,3250,190244
RS,70,111,111,301,3016,Below Average,Average,35,0,Ranch 1 Story,1,Frame Vinyl,1030,3,1,0,0,0,1,0,0,45777,97397,48269,109857,RS,No,No,No,No,0,No,79,376.6666666666667,030540055,1130,81700
RS,70,111,111,301,3016,Average,Above Average,44,0.5,Ranch 1 Story,1,Frame Masonry Veneer,1141,2,1,0,0,0,1,0,0,56375,127546,56375,127546,RS,No,No,No,No,0,Yes,122,595.5,030550010,1191,114000
RS,70,111,111,301,3016,Average,Above Average,32,0.6,Ranch 1 Story,1,Frame Masonry Veneer,1509,3,1,759,377,382,1,0,0,125055,195399,129510,217675,RS,No,No,Yes,No,0.49670619235836627,Yes,78,756,030550027,2268,135200
RS,70,111,111,301,3016,Below Average,Above Average,26,0.7,Ranch 1 Story,1.5,Frame Vinyl,1073,2,1,0,0,0,1,0,0,69278,96219,69278,96219,RS,No,No,No,No,0,Yes,87,631.5,030560003,1263,89800
RS,70,111,111,301,3016,Average,Average,1,0,Ranch 1 Story,0,Frame Stucco,1461,3,3,1461,643,818,1,552,0,230114,230114,230114,230114,RS,Yes,No,Yes,No,0.4401095140314853,No,2,974,030560006,2922,318200
RS,70,111,111,301,3016,Below Average,Average,44,0,Ranch 1 Story,1,Frame Vinyl,832,1,1,474,474,0,1,0,0,31940,103032,31940,103032,RS,No,No,Yes,Yes,1,No,124,1129,030570022,1129,116000
RS,70,111,111,301,3016,Average,Average,16,0,Ranch 1 Story,1,Frame Vinyl,976,3,2,912,912,0,2,816,0,159385,189744,159385,189744,RS,Yes,No,Yes,Yes,1,No,41,661.3333333333334,030610001,1984,181800
RS,70,111,111,301,3016,Below Average,Average,36,0,2 Story,2,Frame Vinyl,1242,4,1.5,0,0,0,1,0,0,49851,110780,49851,110780,RS,No,No,No,No,0,No,80,314.25,030610004,1257,89000
RS,70,111,111,301,3016,Below Average,Above Average,20,0.8,Ranch 1 Story,1,Frame Vinyl,1056,2,1,0,0,0,1,0,252,80691,109176,81498,113211,RS,No,Yes,No,No,0,Yes,70,544.5,030610010,1089,95200
RS,70,111,111,301,3016,Average,Average,9,0,Ranch 1 Story,1,Frame Vinyl,1282,3,3,1222,1222,0,1,496,0,205078,223302,205078,223302,RS,Yes,No,Yes,Yes,1,No,26,834.6666666666666,030620025,2504,232800
